Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Protein
Internal Standards,200605_Smp_GBTFate1MT0-pos_B,"DL-Alanine, D3",13.31,1259,0,1083,-0.4,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT0-pos_C,"DL-Alanine, D3",12.94,1393,0,2244,0.1,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT12-pos_A,"DL-Alanine, D3",9.92,1174,0,1924,2,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT12-pos_B,"DL-Alanine, D3",12.97,1139,0,1219,2.6,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT12-pos_C,"DL-Alanine, D3",11.07,1210,0,1990,2.6,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT36-pos_A,"DL-Alanine, D3",11.27,1969,0,2800,-0.5,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT36-pos_B,"DL-Alanine, D3",10.2,2184,0,2385,4.3,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT36-pos_C,"DL-Alanine, D3",13.95,1588,0,2674,4.5,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT4-pos_A,"DL-Alanine, D3",12.77,1588,0,2639,3.8,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT4-pos_B,"DL-Alanine, D3",10.75,1673,0,2807,7.9,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT4-pos_C,"DL-Alanine, D3",11.58,1328,0,1885,-0.8,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT50-pos_A,"DL-Alanine, D3",15.36,873,0,1247,6.7,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT50-pos_B,"DL-Alanine, D3",16.69,946,0,1176,1.4,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT50-pos_C,"DL-Alanine, D3",10.79,1400,0,2341,-3,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT8-pos_A,"DL-Alanine, D3",11.84,1470,0,2077,0.4,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT8-pos_B,"DL-Alanine, D3",8.8,946,0,1534,-6.8,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT8-pos_C,"DL-Alanine, D3",15.44,916,0,1151,-0.9,Internal Standards
Internal Standards,200605_Smp_GBTFate1MTlong-pos_A,"DL-Alanine, D3",11.76,1793,0,3033,5.4,Internal Standards
Internal Standards,200605_Smp_GBTFate1MTlong-pos_B,"DL-Alanine, D3",#N/A,#N/A,#N/A,#N/A,#N/A,Internal Standards
Internal Standards,200605_Smp_GBTFate1MTlong-pos_C,"DL-Alanine, D3",10.87,4828,0,5249,-1.2,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT0-pos_A,"DL-Alanine, D3",#N/A,#N/A,#N/A,#N/A,#N/A,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT0-pos_B,"DL-Alanine, D3",13.54,1224,0,1901,0.4,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT0-pos_C,"DL-Alanine, D3",16.04,1225,0,1242,-2.5,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT12-pos_A,"DL-Alanine, D3",8.2,2023,0,3430,5.6,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT12-pos_B,"DL-Alanine, D3",7.13,1076,0,1195,2.2,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT12-pos_C,"DL-Alanine, D3",13.76,1417,0,2322,6.5,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT24-pos_A,"DL-Alanine, D3",4.22,973,0,1467,0.4,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT24-pos_B,"DL-Alanine, D3",10.14,1549,0,2586,6.4,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT24-pos_C,"DL-Alanine, D3",8.82,1403,0,1611,5.5,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT48-pos_A,"DL-Alanine, D3",11.37,2114,0,3553,6,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT48-pos_B,"DL-Alanine, D3",10.79,1127,0,1293,3.8,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT48-pos_C,"DL-Alanine, D3",8.56,2075,0,1718,2.8,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT5-pos_A,"DL-Alanine, D3",11.49,1272,0,1809,-0.9,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT5-pos_B,"DL-Alanine, D3",11.18,1574,0,2602,4.4,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT5-pos_C,"DL-Alanine, D3",16.06,1050,0,1719,-2.5,Internal Standards
Internal Standards,200605_Smp_GBTFate2MTlong-pos_A,"DL-Alanine, D3",13.41,1353,0,1503,3.4,Internal Standards
Internal Standards,200605_Smp_GBTFate2MTlong-pos_B,"DL-Alanine, D3",11.21,1517,0,1633,1.7,Internal Standards
Internal Standards,200605_Smp_GBTFate2MTlong-pos_C,"DL-Alanine, D3",8.96,1261,0,2095,4.1,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT0-IS_A,"DL-Alanine, D3",11.18,36729544,138614,2948404,4.1,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT0-IS_B,"DL-Alanine, D3",11.26,32985426,280675,2650990,4.7,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT0-IS_C,"DL-Alanine, D3",11.14,35019304,262814,2880308,3.8,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT12-IS_A,"DL-Alanine, D3",11.17,36818184,291598,2855220,3.6,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT12-IS_B,"DL-Alanine, D3",11.28,33035226,325260,2735438,6.2,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT12-IS_C,"DL-Alanine, D3",11.15,38646560,366676,2994916,3.9,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT36-IS_A,"DL-Alanine, D3",11.29,31664362,142244,2550192,5.4,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT36-IS_B,"DL-Alanine, D3",11.28,31793996,247722,2570662,6.2,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT36-IS_C,"DL-Alanine, D3",11.22,35809292,250434,2965653,5.1,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT4-IS_A,"DL-Alanine, D3",11.3,27676856,167648,2234825,5.1,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT4-IS_B,"DL-Alanine, D3",11.31,33237634,447909,2798779,5.5,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT4-IS_C,"DL-Alanine, D3",11.25,31560844,370004,2580763,4.9,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT50-IS_A,"DL-Alanine, D3",11.26,34376348,300548,2768117,5,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT50-IS_B,"DL-Alanine, D3",11.25,34798952,37900,2664738,4.8,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT50-IS_C,"DL-Alanine, D3",11.17,36502292,404523,3074524,3.9,Internal Standards
Internal Standards,200605_Smp_GBTFate1MTlong-IS_A,"DL-Alanine, D3",11.28,35093248,328047,2835658,5.7,Internal Standards
Internal Standards,200605_Smp_GBTFate1MTlong-IS_B,"DL-Alanine, D3",11.33,31908184,335897,2603845,5.4,Internal Standards
Internal Standards,200605_Smp_GBTFate1MTlong-IS_C,"DL-Alanine, D3",11.29,28644226,0,2176754,4.7,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT8-IS_A,"DL-Alanine, D3",11.13,37221180,395793,2935714,3.3,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT8-IS_B,"DL-Alanine, D3",11.31,31330844,390356,2560484,5.4,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT8-IS_C,"DL-Alanine, D3",11.26,28952332,0,2280790,4.6,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT0-IS_A,"DL-Alanine, D3",11.28,34249008,399778,2809159,4.7,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT0-IS_B,"DL-Alanine, D3",11.33,31026680,196633,2482625,5.1,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT0-IS_C,"DL-Alanine, D3",11.25,33830336,302209,2693578,4.9,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT12-IS_A,"DL-Alanine, D3",11.22,31595702,0,2582964,5,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT12-IS_B,"DL-Alanine, D3",11.17,37801684,54268,2895252,4.2,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT12-IS_C,"DL-Alanine, D3",11.33,29900852,379072,2354523,5.3,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT24-IS_A,"DL-Alanine, D3",11.31,31717240,310370,2484015,5.3,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT24-IS_B,"DL-Alanine, D3",11.23,33829944,349563,2677216,5.5,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT24-IS_C,"DL-Alanine, D3",11.17,37585096,472860,2954686,4.1,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT48-IS_A,"DL-Alanine, D3",11.13,38396776,566804,3100406,5,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT48-IS_B,"DL-Alanine, D3",11.18,38956776,397931,3047817,4.3,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT48-IS_C,"DL-Alanine, D3",11.29,33107994,170927,2708297,5.9,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT5-IS_A,"DL-Alanine, D3",11.31,31420568,275514,2507323,5.4,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT5-IS_B,"DL-Alanine, D3",11.15,36831168,154440,2917709,3.9,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT5-IS_C,"DL-Alanine, D3",11.22,35314784,429258,2959387,4.8,Internal Standards
Internal Standards,200605_Smp_GBTFate2MTlong-IS_A,"DL-Alanine, D3",11.25,28303138,129960,2280736,5,Internal Standards
Internal Standards,200605_Smp_GBTFate2MTlong-IS_B,"DL-Alanine, D3",11.15,37942400,180990,2966369,3.7,Internal Standards
Internal Standards,200605_Smp_GBTFate2MTlong-IS_C,"DL-Alanine, D3",11.21,37309248,201441,3279676,4.4,Internal Standards
Internal Standards,200605_Blk_GBTFate1MBlk-IS_A,"DL-Alanine, D3",11.22,32521350,445468,2662331,5.2,Internal Standards
Internal Standards,200605_Blk_GBTFate1MBlk-IS_B,"DL-Alanine, D3",11.28,37605096,118667,3032528,6.2,Internal Standards
Internal Standards,200605_Poo_QC2_12,"DL-Alanine, D3",11.34,14198178,0,1116112,5.9,Internal Standards
Internal Standards,200605_Poo_QC2_22,"DL-Alanine, D3",11.31,13748399,0,1130669,6.2,Internal Standards
Internal Standards,200605_Poo_QC2_32,"DL-Alanine, D3",11.25,12479775,0,965006,5.3,Internal Standards
Internal Standards,200605_Poo_QC2_42,"DL-Alanine, D3",11.15,14048013,0,1200668,4.2,Internal Standards
Internal Standards,200605_Poo_QC2_52,"DL-Alanine, D3",11.12,17288358,138598,1417881,4.7,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_DDApos,"DL-Alanine, D3",11.1,31949474,394781,2614651,4.4,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Full12,"DL-Alanine, D3",11.29,33874720,320111,2714270,5.8,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Full22,"DL-Alanine, D3",11.3,33535744,156032,2675085,6.4,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Full32,"DL-Alanine, D3",11.22,33981160,354969,2950883,5.3,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Full42,"DL-Alanine, D3",11.15,38380108,443269,3221681,4,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Full52,"DL-Alanine, D3",11.12,40272852,242212,3174250,4.5,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Full6pos2,"DL-Alanine, D3",11.11,21425316,237026,1739674,4.3,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Half12,"DL-Alanine, D3",11.29,15563961,169843,1289904,6.4,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Half22,"DL-Alanine, D3",11.27,15780321,0,1179163,5.9,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Half32,"DL-Alanine, D3",11.22,17974310,94428,1434104,5.4,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Half42,"DL-Alanine, D3",11.16,19734084,156273,1543913,4,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Half52,"DL-Alanine, D3",11.1,19758058,0,1546603,4.6,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Half6pos2,"DL-Alanine, D3",11.09,14251695,184124,1159371,4.4,Internal Standards
Internal Standards,200605_Std_4uMStdsMix1InH2O_12,"DL-Alanine, D3",#N/A,#N/A,#N/A,#N/A,#N/A,Internal Standards
Internal Standards,200605_Std_4uMStdsMix1InH2O_22,"DL-Alanine, D3",9.33,3877,0,2274,3.4,Internal Standards
Internal Standards,200605_Std_4uMStdsMix1InMatrix_12,"DL-Alanine, D3",#N/A,#N/A,#N/A,#N/A,#N/A,Internal Standards
Internal Standards,200605_Std_4uMStdsMix1InMatrix_22,"DL-Alanine, D3",#N/A,#N/A,#N/A,#N/A,#N/A,Internal Standards
Internal Standards,200605_Std_4uMStdsMix2InH2O_12,"DL-Alanine, D3",10.81,4302,0,3101,4.8,Internal Standards
Internal Standards,200605_Std_4uMStdsMix2InH2O_22,"DL-Alanine, D3",#N/A,#N/A,#N/A,#N/A,#N/A,Internal Standards
Internal Standards,200605_Std_4uMStdsMix2InMatrix_12,"DL-Alanine, D3",2.88,14454,0,10441,-0.7,Internal Standards
Internal Standards,200605_Std_4uMStdsMix2InMatrix_22,"DL-Alanine, D3",#N/A,#N/A,#N/A,#N/A,#N/A,Internal Standards
Internal Standards,200605_Std_H2OinMatrix_12,"DL-Alanine, D3",#N/A,#N/A,#N/A,#N/A,#N/A,Internal Standards
Internal Standards,200605_Std_H2OinMatrix_22,"DL-Alanine, D3",#N/A,#N/A,#N/A,#N/A,#N/A,Internal Standards
Internal Standards,190715_Blk_KM1906S6C31000-Blk_B,"DL-Alanine, D3",11.3,6208,0,6016,0.5,Internal Standards
Internal Standards,190715_Blk_KM1906S6C31000-Blk_C,"DL-Alanine, D3",10.28,12405621,0,1027547,5,Internal Standards
Internal Standards,190715_Blk_KM1906U14-Blk_C,"DL-Alanine, D3",10.27,14614983,0,1205235,5,Internal Standards
Internal Standards,190715_Smp_KM1906S4C28D15_A,"DL-Alanine, D3",10.26,20698098,294104,1671947,4.7,Internal Standards
Internal Standards,190715_Smp_KM1906S4C28D15_B,"DL-Alanine, D3",10.34,12302097,57906,921422,4.6,Internal Standards
Internal Standards,190715_Smp_KM1906S4C28D15_C,"DL-Alanine, D3",10.33,13558284,0,1000055,5.1,Internal Standards
Internal Standards,190715_Smp_KM1906U12_A,"DL-Alanine, D3",10.3,16032965,0,1306820,5.4,Internal Standards
Internal Standards,190715_Smp_KM1906U12_B,"DL-Alanine, D3",10.31,14525779,14888,1169641,5.1,Internal Standards
Internal Standards,190715_Smp_KM1906U12_C,"DL-Alanine, D3",10.24,17864452,0,1575322,4.8,Internal Standards
Internal Standards,200605_Std_4uMStdsMix1InH2O_1,"DL-Histidine, 15N",11.41,1730562,0,84862,2.6,Internal Standards
Internal Standards,200605_Std_4uMStdsMix1InH2O_2,"DL-Histidine, 15N",11.11,3415731,0,121412,2.6,Internal Standards
Internal Standards,200605_Std_4uMStdsMix1InMatrix_1,"DL-Histidine, 15N",11.42,1274135,0,91531,1.6,Internal Standards
Internal Standards,200605_Std_4uMStdsMix1InMatrix_2,"DL-Histidine, 15N",11.07,3653375,0,177504,2.4,Internal Standards
Internal Standards,200605_Std_4uMStdsMix2InH2O_1,"DL-Histidine, 15N",21.55,157791,0,58769,-5.2,Internal Standards
Internal Standards,200605_Std_4uMStdsMix2InH2O_2,"DL-Histidine, 15N",#N/A,#N/A,#N/A,#N/A,#N/A,Internal Standards
Internal Standards,200605_Std_4uMStdsMix2InMatrix_1,"DL-Histidine, 15N",1.78,3546,0,3177,-1.5,Internal Standards
Internal Standards,200605_Std_4uMStdsMix2InMatrix_2,"DL-Histidine, 15N",11.91,12856,0,7023,0.5,Internal Standards
Internal Standards,200605_Std_H2OinMatrix_1,"DL-Histidine, 15N",10.86,34088,0,23467,-5.8,Internal Standards
Internal Standards,200605_Std_H2OinMatrix_2,"DL-Histidine, 15N",9.74,6812,0,3780,-5.2,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Full1,"DL-Histidine, 15N",11.42,72179424,899996,3812183,0.9,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Full2,"DL-Histidine, 15N",11.46,58029828,337188,2684132,1.4,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Full3,"DL-Histidine, 15N",11.28,67591280,831034,3081921,0.5,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Full4,"DL-Histidine, 15N",11.23,83939944,1210388,3663618,-0.9,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Full5,"DL-Histidine, 15N",11.11,115923664,1830139,5170949,-0.3,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Full6pos,"DL-Histidine, 15N",11.07,51661972,750142,2452726,-0.6,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Half1,"DL-Histidine, 15N",11.44,31139888,471649,1417527,1.5,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Half2,"DL-Histidine, 15N",11.43,26265174,0,1235486,1.2,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Half3,"DL-Histidine, 15N",11.31,34771472,196616,1551642,0.6,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Half4,"DL-Histidine, 15N",11.21,39635596,503706,1788472,-0.8,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Half5,"DL-Histidine, 15N",11.14,46702084,649857,1879116,-0.2,Internal Standards
Internal Standards,200605_Poo_TruePooGBT_Half6pos,"DL-Histidine, 15N",11.09,29469718,279363,1370961,-0.5,Internal Standards
Internal Standards,200605_Poo_QC2_1,"DL-Histidine, 15N",11.44,24775538,0,1138067,1.1,Internal Standards
Internal Standards,200605_Poo_QC2_2,"DL-Histidine, 15N",11.47,19997634,0,954986,1.4,Internal Standards
Internal Standards,200605_Poo_QC2_3,"DL-Histidine, 15N",11.37,21922612,0,911114,0.5,Internal Standards
Internal Standards,200605_Poo_QC2_4,"DL-Histidine, 15N",11.28,25470650,0,972337,-0.5,Internal Standards
Internal Standards,200605_Poo_QC2_5,"DL-Histidine, 15N",11.12,34629788,252217,1398917,-0.1,Internal Standards
Internal Standards,200605_Blk_GBTFate1MBlk-pos_A,"DL-Histidine, 15N",8.37,5916,0,7347,-1.8,Internal Standards
Internal Standards,200605_Blk_GBTFate1MBlk-pos_B,"DL-Histidine, 15N",10.42,2212,0,3736,-10.1,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT0-pos_A,"DL-Histidine, 15N",11.24,2107,0,3565,-0.3,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT0-pos_B,"DL-Histidine, 15N",12.35,11207,0,13022,-3,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT0-pos_C,"DL-Histidine, 15N",11.25,3514,0,3014,-1.3,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT12-pos_A,"DL-Histidine, 15N",11.12,3158,0,3204,-1.1,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT12-pos_B,"DL-Histidine, 15N",9.76,5949,0,8804,-8.9,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT12-pos_C,"DL-Histidine, 15N",11.45,2050,0,3474,-2.3,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT36-pos_A,"DL-Histidine, 15N",11.56,3147,0,2572,0.3,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT36-pos_B,"DL-Histidine, 15N",10.97,1858,0,2473,-8.1,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT36-pos_C,"DL-Histidine, 15N",11.97,1811,0,3019,-1.5,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT4-pos_A,"DL-Histidine, 15N",8.91,7700,0,12480,-10.1,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT4-pos_B,"DL-Histidine, 15N",9.15,12622,0,20591,-9.4,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT4-pos_C,"DL-Histidine, 15N",11.76,1268,0,1162,0,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT50-pos_A,"DL-Histidine, 15N",8.68,7628,0,10805,-1.3,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT50-pos_B,"DL-Histidine, 15N",11.29,11459,0,10130,-4.8,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT50-pos_C,"DL-Histidine, 15N",11.44,2271,0,3836,1,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT8-pos_A,"DL-Histidine, 15N",11.69,2128,0,2976,-1.3,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT8-pos_B,"DL-Histidine, 15N",11.34,43803,0,6990,1.2,Internal Standards
Internal Standards,200605_Smp_GBTFate1MT8-pos_C,"DL-Histidine, 15N",11.42,2705,0,3767,-0.5,Internal Standards
Internal Standards,200605_Smp_GBTFate1MTlong-pos_A,"DL-Histidine, 15N",11.33,3995,0,6888,-9.4,Internal Standards
Internal Standards,200605_Smp_GBTFate1MTlong-pos_B,"DL-Histidine, 15N",11.53,3160,0,2653,0.6,Internal Standards
Internal Standards,200605_Smp_GBTFate1MTlong-pos_C,"DL-Histidine, 15N",10.66,2870,0,2722,-4.9,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT0-pos_A,"DL-Histidine, 15N",11.34,1897,0,2721,-1.6,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT0-pos_B,"DL-Histidine, 15N",11.46,1515,0,2345,0.3,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT0-pos_C,"DL-Histidine, 15N",11.29,5483,0,8577,-0.4,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT12-pos_A,"DL-Histidine, 15N",11.56,6353,0,11186,-9.9,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT12-pos_B,"DL-Histidine, 15N",7.76,19670,0,21744,-6.6,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT12-pos_C,"DL-Histidine, 15N",9.27,4266,0,6926,-10.1,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT24-pos_A,"DL-Histidine, 15N",11.45,1487,0,1804,0,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT24-pos_B,"DL-Histidine, 15N",11.48,1613,0,2662,0.7,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT24-pos_C,"DL-Histidine, 15N",11.27,3935,0,2752,-0.2,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT48-pos_A,"DL-Histidine, 15N",11.37,1702,0,2860,-1.2,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT48-pos_B,"DL-Histidine, 15N",11.16,3606,0,2895,0.2,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT48-pos_C,"DL-Histidine, 15N",11.62,1506,0,2489,1.4,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT5-pos_A,"DL-Histidine, 15N",11.44,1406,0,2112,-0.1,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT5-pos_B,"DL-Histidine, 15N",15.06,1069,0,1749,0,Internal Standards
Internal Standards,200605_Smp_GBTFate2MT5-pos_C,"DL-Histidine, 15N",10.79,2239,0,3683,-9.8,Internal Standards
Internal Standards,200605_Smp_GBTFate2MTlong-pos_A,"DL-Histidine, 15N",11.41,3585,0,4796,-0.1,Internal Standards
Internal Standards,200605_Smp_GBTFate2MTlong-pos_B,"DL-Histidine, 15N",11.21,20942,0,4238,-0.9,Internal Standards
