Peptide,Protein,Replicate,Precursor Mz,Precursor Charge,Product Mz,Product Charge,Fragment Ion,Retention Time,Area,Background,Peak Rank,Average Mass Error PPM
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate1MT36-pos_B,93.0738,1,93.0738,1,precursor,10.2,2184,0,1,4.3
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate1MT36-pos_C,93.0738,1,93.0738,1,precursor,13.95,1588,0,1,4.5
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate1MT4-pos_A,93.0738,1,93.0738,1,precursor,12.77,1588,0,1,3.8
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate1MT4-pos_B,93.0738,1,93.0738,1,precursor,10.75,1673,0,1,7.9
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate1MT4-pos_C,93.0738,1,93.0738,1,precursor,11.58,1328,0,1,-0.8
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate1MT50-pos_A,93.0738,1,93.0738,1,precursor,15.36,873,0,1,6.7
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate1MT50-pos_B,93.0738,1,93.0738,1,precursor,16.69,946,0,1,1.4
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate1MT50-pos_C,93.0738,1,93.0738,1,precursor,10.79,1400,0,1,-3
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate1MT8-pos_A,93.0738,1,93.0738,1,precursor,11.84,1470,0,1,0.4
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate1MT8-pos_B,93.0738,1,93.0738,1,precursor,8.8,946,0,1,-6.8
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate1MT8-pos_C,93.0738,1,93.0738,1,precursor,15.44,916,0,1,-0.9
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate1MTlong-pos_A,93.0738,1,93.0738,1,precursor,11.76,1793,0,1,5.4
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate1MTlong-pos_B,93.0738,1,93.0738,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate1MTlong-pos_C,93.0738,1,93.0738,1,precursor,10.87,4828,0,1,-1.2
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MT0-pos_A,93.0738,1,93.0738,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MT0-pos_B,93.0738,1,93.0738,1,precursor,13.54,1224,0,1,0.4
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MT0-pos_C,93.0738,1,93.0738,1,precursor,16.04,1225,0,1,-2.5
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MT12-pos_A,93.0738,1,93.0738,1,precursor,8.2,2023,0,1,5.6
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MT12-pos_B,93.0738,1,93.0738,1,precursor,7.13,1076,0,1,2.2
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MT12-pos_C,93.0738,1,93.0738,1,precursor,13.76,1417,0,1,6.5
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MT24-pos_A,93.0738,1,93.0738,1,precursor,4.22,973,0,1,0.4
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MT24-pos_B,93.0738,1,93.0738,1,precursor,10.14,1549,0,1,6.4
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MT24-pos_C,93.0738,1,93.0738,1,precursor,8.82,1403,0,1,5.5
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MT48-pos_A,93.0738,1,93.0738,1,precursor,11.37,2114,0,1,6
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MT48-pos_B,93.0738,1,93.0738,1,precursor,10.79,1127,0,1,3.8
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MT48-pos_C,93.0738,1,93.0738,1,precursor,8.56,2075,0,1,2.8
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MT5-pos_A,93.0738,1,93.0738,1,precursor,11.49,1272,0,1,-0.9
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MT5-pos_B,93.0738,1,93.0738,1,precursor,11.18,1574,0,1,4.4
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MT5-pos_C,93.0738,1,93.0738,1,precursor,16.06,1050,0,1,-2.5
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MTlong-pos_A,93.0738,1,93.0738,1,precursor,13.41,1353,0,1,3.4
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MTlong-pos_B,93.0738,1,93.0738,1,precursor,11.21,1517,0,1,1.7
"DL-Alanine, D3",Internal Standards,200605_Smp_GBTFate2MTlong-pos_C,93.0738,1,93.0738,1,precursor,8.96,1261,0,1,4.1
"DL-Histidine, 15N",Internal Standards,200605_Std_4uMStdsMix1InH2O_1,157.0738,1,157.0738,1,precursor,11.41,1730562,0,1,2.6
"DL-Histidine, 15N",Internal Standards,200605_Std_4uMStdsMix1InH2O_2,157.0738,1,157.0738,1,precursor,11.11,3415731,0,1,2.6
"DL-Histidine, 15N",Internal Standards,200605_Std_4uMStdsMix1InMatrix_1,157.0738,1,157.0738,1,precursor,11.42,1274135,0,1,1.6
"DL-Histidine, 15N",Internal Standards,200605_Std_4uMStdsMix1InMatrix_2,157.0738,1,157.0738,1,precursor,11.07,3653375,0,1,2.4
"DL-Histidine, 15N",Internal Standards,200605_Std_4uMStdsMix2InH2O_1,157.0738,1,157.0738,1,precursor,21.55,157791,0,1,-5.2
"DL-Histidine, 15N",Internal Standards,200605_Std_4uMStdsMix2InH2O_2,157.0738,1,157.0738,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
"DL-Histidine, 15N",Internal Standards,200605_Std_4uMStdsMix2InMatrix_1,157.0738,1,157.0738,1,precursor,1.78,3546,0,1,-1.5
"DL-Histidine, 15N",Internal Standards,200605_Std_4uMStdsMix2InMatrix_2,157.0738,1,157.0738,1,precursor,11.91,12856,0,1,0.5
"DL-Histidine, 15N",Internal Standards,200605_Std_H2OinMatrix_1,157.0738,1,157.0738,1,precursor,10.86,34088,0,1,-5.8
"DL-Histidine, 15N",Internal Standards,200605_Std_H2OinMatrix_2,157.0738,1,157.0738,1,precursor,9.74,6812,0,1,-5.2
"DL-Histidine, 15N",Internal Standards,200605_Poo_TruePooGBT_Full1,157.0738,1,157.0738,1,precursor,11.42,72179424,899996,1,0.9
"DL-Histidine, 15N",Internal Standards,200605_Poo_TruePooGBT_Full2,157.0738,1,157.0738,1,precursor,11.46,58029828,337188,1,1.4
"DL-Histidine, 15N",Internal Standards,200605_Poo_TruePooGBT_Full3,157.0738,1,157.0738,1,precursor,11.28,67591280,831034,1,0.5
"DL-Histidine, 15N",Internal Standards,200605_Poo_TruePooGBT_Full4,157.0738,1,157.0738,1,precursor,11.23,83939944,1210388,1,-0.9
"DL-Histidine, 15N",Internal Standards,200605_Poo_TruePooGBT_Full5,157.0738,1,157.0738,1,precursor,11.11,115923664,1830139,1,-0.3
"DL-Histidine, 15N",Internal Standards,200605_Poo_TruePooGBT_Full6pos,157.0738,1,157.0738,1,precursor,11.07,51661972,750142,1,-0.6
"DL-Histidine, 15N",Internal Standards,200605_Poo_TruePooGBT_Half1,157.0738,1,157.0738,1,precursor,11.44,31139888,471649,1,1.5
"DL-Histidine, 15N",Internal Standards,200605_Poo_TruePooGBT_Half2,157.0738,1,157.0738,1,precursor,11.43,26265174,0,1,1.2
"DL-Histidine, 15N",Internal Standards,200605_Poo_TruePooGBT_Half3,157.0738,1,157.0738,1,precursor,11.31,34771472,196616,1,0.6
"DL-Histidine, 15N",Internal Standards,200605_Poo_TruePooGBT_Half4,157.0738,1,157.0738,1,precursor,11.21,39635596,503706,1,-0.8
"DL-Histidine, 15N",Internal Standards,200605_Poo_TruePooGBT_Half5,157.0738,1,157.0738,1,precursor,11.14,46702084,649857,1,-0.2
"DL-Histidine, 15N",Internal Standards,200605_Poo_TruePooGBT_Half6pos,157.0738,1,157.0738,1,precursor,11.09,29469718,279363,1,-0.5
"DL-Histidine, 15N",Internal Standards,200605_Poo_QC2_1,157.0738,1,157.0738,1,precursor,11.44,24775538,0,1,1.1
"DL-Histidine, 15N",Internal Standards,200605_Poo_QC2_2,157.0738,1,157.0738,1,precursor,11.47,19997634,0,1,1.4
"DL-Histidine, 15N",Internal Standards,200605_Poo_QC2_3,157.0738,1,157.0738,1,precursor,11.37,18740572,0,1,0.5
"DL-Histidine, 15N",Internal Standards,200605_Poo_QC2_4,157.0738,1,157.0738,1,precursor,11.28,21223546,0,1,-0.5
"DL-Histidine, 15N",Internal Standards,200605_Poo_QC2_5,157.0738,1,157.0738,1,precursor,11.12,31002822,181744,1,-0.1
"DL-Histidine, 15N",Internal Standards,200605_Blk_GBTFate1MBlk-pos_A,157.0738,1,157.0738,1,precursor,8.37,5916,0,1,-1.8
"DL-Histidine, 15N",Internal Standards,200605_Blk_GBTFate1MBlk-pos_B,157.0738,1,157.0738,1,precursor,10.42,2212,0,1,-10.1
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT0-pos_A,157.0738,1,157.0738,1,precursor,11.24,2107,0,1,-0.3
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT0-pos_B,157.0738,1,157.0738,1,precursor,12.35,11207,0,1,-3
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT0-pos_C,157.0738,1,157.0738,1,precursor,11.25,3514,0,1,-1.3
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT12-pos_A,157.0738,1,157.0738,1,precursor,11.12,3158,0,1,-1.1
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT12-pos_B,157.0738,1,157.0738,1,precursor,9.76,5949,0,1,-8.9
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT12-pos_C,157.0738,1,157.0738,1,precursor,11.45,2050,0,1,-2.3
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT36-pos_A,157.0738,1,157.0738,1,precursor,11.56,3147,0,1,0.3
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT36-pos_B,157.0738,1,157.0738,1,precursor,10.97,1858,0,1,-8.1
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT36-pos_C,157.0738,1,157.0738,1,precursor,11.97,1811,0,1,-1.5
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT4-pos_A,157.0738,1,157.0738,1,precursor,8.91,7700,0,1,-10.1
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT4-pos_B,157.0738,1,157.0738,1,precursor,9.15,12622,0,1,-9.4
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT4-pos_C,157.0738,1,157.0738,1,precursor,11.76,1268,0,1,0
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT50-pos_A,157.0738,1,157.0738,1,precursor,8.68,7628,0,1,-1.3
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT50-pos_B,157.0738,1,157.0738,1,precursor,11.29,11459,0,1,-4.8
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT50-pos_C,157.0738,1,157.0738,1,precursor,11.44,2271,0,1,1
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT8-pos_A,157.0738,1,157.0738,1,precursor,11.69,2128,0,1,-1.3
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT8-pos_B,157.0738,1,157.0738,1,precursor,11.34,43803,0,1,1.2
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MT8-pos_C,157.0738,1,157.0738,1,precursor,11.42,2705,0,1,-0.5
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MTlong-pos_A,157.0738,1,157.0738,1,precursor,11.33,3995,0,1,-9.4
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MTlong-pos_B,157.0738,1,157.0738,1,precursor,11.53,3160,0,1,0.6
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate1MTlong-pos_C,157.0738,1,157.0738,1,precursor,10.66,2870,0,1,-4.9
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MT0-pos_A,157.0738,1,157.0738,1,precursor,11.34,1897,0,1,-1.6
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MT0-pos_B,157.0738,1,157.0738,1,precursor,11.46,1515,0,1,0.3
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MT0-pos_C,157.0738,1,157.0738,1,precursor,11.29,5483,0,1,-0.4
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MT12-pos_A,157.0738,1,157.0738,1,precursor,11.56,6353,0,1,-9.9
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MT12-pos_B,157.0738,1,157.0738,1,precursor,7.76,19670,0,1,-6.6
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MT12-pos_C,157.0738,1,157.0738,1,precursor,9.27,4266,0,1,-10.1
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MT24-pos_A,157.0738,1,157.0738,1,precursor,11.45,1487,0,1,0
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MT24-pos_B,157.0738,1,157.0738,1,precursor,11.48,1613,0,1,0.7
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MT24-pos_C,157.0738,1,157.0738,1,precursor,11.27,3935,0,1,-0.2
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MT48-pos_A,157.0738,1,157.0738,1,precursor,11.37,1702,0,1,-1.2
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MT48-pos_B,157.0738,1,157.0738,1,precursor,11.16,3606,0,1,0.2
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MT48-pos_C,157.0738,1,157.0738,1,precursor,11.62,1506,0,1,1.4
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MT5-pos_A,157.0738,1,157.0738,1,precursor,11.44,1406,0,1,-0.1
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MT5-pos_B,157.0738,1,157.0738,1,precursor,15.06,1069,0,1,0
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MT5-pos_C,157.0738,1,157.0738,1,precursor,10.79,2239,0,1,-9.8
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MTlong-pos_A,157.0738,1,157.0738,1,precursor,11.41,3585,0,1,-0.1
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MTlong-pos_B,157.0738,1,157.0738,1,precursor,11.21,20942,0,1,-0.9
"DL-Histidine, 15N",Internal Standards,200605_Smp_GBTFate2MTlong-pos_C,157.0738,1,157.0738,1,precursor,11.41,3323,0,1,-1.1
"DL-Proline, D7",Internal Standards,200605_Std_4uMStdsMix1InH2O_1,123.1145,1,123.1145,1,precursor,16.34,18430,0,1,-4.2
"DL-Proline, D7",Internal Standards,200605_Std_4uMStdsMix1InH2O_2,123.1145,1,123.1145,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
"DL-Proline, D7",Internal Standards,200605_Std_4uMStdsMix1InMatrix_1,123.1145,1,123.1145,1,precursor,11.92,46342,0,1,-4.2
"DL-Proline, D7",Internal Standards,200605_Std_4uMStdsMix1InMatrix_2,123.1145,1,123.1145,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
"DL-Proline, D7",Internal Standards,200605_Std_4uMStdsMix2InH2O_1,123.1145,1,123.1145,1,precursor,9.57,26795,0,1,1.7
"DL-Proline, D7",Internal Standards,200605_Std_4uMStdsMix2InH2O_2,123.1145,1,123.1145,1,precursor,9.5,11638,0,1,0.4
"DL-Proline, D7",Internal Standards,200605_Std_4uMStdsMix2InMatrix_1,123.1145,1,123.1145,1,precursor,15.41,36138,0,1,-5.5
"DL-Proline, D7",Internal Standards,200605_Std_4uMStdsMix2InMatrix_2,123.1145,1,123.1145,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
"DL-Proline, D7",Internal Standards,200605_Std_H2OinMatrix_1,123.1145,1,123.1145,1,precursor,13.06,34117,0,1,-4.9
"DL-Proline, D7",Internal Standards,200605_Std_H2OinMatrix_2,123.1145,1,123.1145,1,precursor,19.66,3393,0,1,-2.2
"DL-Proline, D7",Internal Standards,200605_Poo_TruePooGBT_Full1,123.1145,1,123.1145,1,precursor,9.58,44703584,605399,1,2.4
"DL-Proline, D7",Internal Standards,200605_Poo_TruePooGBT_Full2,123.1145,1,123.1145,1,precursor,9.62,42250824,276266,1,2.5
"DL-Proline, D7",Internal Standards,200605_Poo_TruePooGBT_Full3,123.1145,1,123.1145,1,precursor,9.65,50929904,648190,1,1.7
"DL-Proline, D7",Internal Standards,200605_Poo_TruePooGBT_Full4,123.1145,1,123.1145,1,precursor,9.61,68635632,643491,1,0.6
"DL-Proline, D7",Internal Standards,200605_Poo_TruePooGBT_Full5,123.1145,1,123.1145,1,precursor,9.57,91672608,1128209,1,1.1
"DL-Proline, D7",Internal Standards,200605_Poo_TruePooGBT_Full6pos,123.1145,1,123.1145,1,precursor,9.56,58719184,757464,1,0.7
"DL-Proline, D7",Internal Standards,200605_Poo_TruePooGBT_Half1,123.1145,1,123.1145,1,precursor,9.61,34340448,394882,1,2.7
"DL-Proline, D7",Internal Standards,200605_Poo_TruePooGBT_Half2,123.1145,1,123.1145,1,precursor,9.62,41529136,357257,1,2.4
"DL-Proline, D7",Internal Standards,200605_Poo_TruePooGBT_Half3,123.1145,1,123.1145,1,precursor,9.58,47275720,396746,1,2.3
"DL-Proline, D7",Internal Standards,200605_Poo_TruePooGBT_Half4,123.1145,1,123.1145,1,precursor,9.57,48660996,540221,1,0.6
"DL-Proline, D7",Internal Standards,200605_Poo_TruePooGBT_Half5,123.1145,1,123.1145,1,precursor,9.55,54211876,333039,1,1.2
"DL-Proline, D7",Internal Standards,200605_Poo_TruePooGBT_Half6pos,123.1145,1,123.1145,1,precursor,9.56,37204748,262773,1,1
"DL-Proline, D7",Internal Standards,200605_Poo_QC2_1,123.1145,1,123.1145,1,precursor,9.6,17155244,0,1,2.7
"DL-Proline, D7",Internal Standards,200605_Poo_QC2_2,123.1145,1,123.1145,1,precursor,9.66,15016775,0,1,2.6
"DL-Proline, D7",Internal Standards,200605_Poo_QC2_3,123.1145,1,123.1145,1,precursor,9.58,12028198,0,1,1.8
"DL-Proline, D7",Internal Standards,200605_Poo_QC2_4,123.1145,1,123.1145,1,precursor,9.55,11597084,0,1,0.8
"DL-Proline, D7",Internal Standards,200605_Poo_QC2_5,123.1145,1,123.1145,1,precursor,9.57,8974662,0,1,1.2
"DL-Proline, D7",Internal Standards,200605_Blk_GBTFate1MBlk-pos_A,123.1145,1,123.1145,1,precursor,9.26,1660,0,1,0.3
"DL-Proline, D7",Internal Standards,200605_Blk_GBTFate1MBlk-pos_B,123.1145,1,123.1145,1,precursor,4.69,1057,0,1,2.8
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT0-pos_A,123.1145,1,123.1145,1,precursor,0.09,1521,0,1,2.2
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT0-pos_B,123.1145,1,123.1145,1,precursor,6.06,1596,0,1,-0.8
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT0-pos_C,123.1145,1,123.1145,1,precursor,2.31,1364,0,1,3.6
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT12-pos_A,123.1145,1,123.1145,1,precursor,9.78,1073,0,1,6.9
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT12-pos_B,123.1145,1,123.1145,1,precursor,12.92,1078,0,1,0.9
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT12-pos_C,123.1145,1,123.1145,1,precursor,7.99,10736,0,1,-4.3
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT36-pos_A,123.1145,1,123.1145,1,precursor,8.08,45056,0,1,-0.9
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT36-pos_B,123.1145,1,123.1145,1,precursor,8.17,28313,0,1,0.8
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT36-pos_C,123.1145,1,123.1145,1,precursor,9.57,2188,0,1,1.9
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT4-pos_A,123.1145,1,123.1145,1,precursor,7.25,1133,0,1,0.9
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT4-pos_B,123.1145,1,123.1145,1,precursor,10.12,1545,0,1,3.1
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT4-pos_C,123.1145,1,123.1145,1,precursor,3.13,1129,0,1,-1.5
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT50-pos_A,123.1145,1,123.1145,1,precursor,8.06,61400,0,1,-1.3
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT50-pos_B,123.1145,1,123.1145,1,precursor,7.94,35013,0,1,-0.1
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT50-pos_C,123.1145,1,123.1145,1,precursor,7.9,78704,0,1,-1.5
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT8-pos_A,123.1145,1,123.1145,1,precursor,8.49,1156,0,1,1.9
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT8-pos_B,123.1145,1,123.1145,1,precursor,7.99,11109,0,1,0.6
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MT8-pos_C,123.1145,1,123.1145,1,precursor,9.43,1491,0,1,-2.5
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MTlong-pos_A,123.1145,1,123.1145,1,precursor,2.87,1274,0,1,3.7
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MTlong-pos_B,123.1145,1,123.1145,1,precursor,8.18,24256,0,1,-0.9
"DL-Proline, D7",Internal Standards,200605_Smp_GBTFate1MTlong-pos_C,123.1145,1,123.1145,1,precursor,7.93,183544,0,1,-0.7
