SampID,type,replicate,runDate,BMIS.multiplier,FinalBMIS
GBTFate2MT5-IS,Smp,B,200612,0.8586458423351885,"Indole 3 Acetic Acid, D5 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,C,200612,0.8921682323392534,"Indole 3 Acetic Acid, D5 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,A,200612,0.9393146061009723,"Indole 3 Acetic Acid, D5 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,B,200612,0.8457981668342976,"Indole 3 Acetic Acid, D5 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,C,200612,0.9145263033273467,"Indole 3 Acetic Acid, D5 - IS.Norm.Area"
QC2,Poo,1,200612,3.3703966181550364,"L-Phenylalanine, D8 - IS.Norm.Area"
QC2,Poo,2,200612,2.9042777513379994,"L-Phenylalanine, D8 - IS.Norm.Area"
QC2,Poo,3,200612,2.8639346412824436,"L-Phenylalanine, D8 - IS.Norm.Area"
QC2,Poo,4,200612,2.9476293551515735,"L-Phenylalanine, D8 - IS.Norm.Area"
QC2,Poo,5,200612,2.7401005742849236,"L-Phenylalanine, D8 - IS.Norm.Area"
TruePooGBT,Poo,Full1,200612,1.0638523113218445,"L-Phenylalanine, D8 - IS.Norm.Area"
TruePooGBT,Poo,Full2,200612,0.932480371302754,"L-Phenylalanine, D8 - IS.Norm.Area"
TruePooGBT,Poo,Full3,200612,0.9524062229731329,"L-Phenylalanine, D8 - IS.Norm.Area"
TruePooGBT,Poo,Full4,200612,0.9125962589360845,"L-Phenylalanine, D8 - IS.Norm.Area"
TruePooGBT,Poo,Full5,200612,0.8808490029362148,"L-Phenylalanine, D8 - IS.Norm.Area"
TruePooGBT,Poo,Half1,200612,2.055572310065036,"L-Phenylalanine, D8 - IS.Norm.Area"
TruePooGBT,Poo,Half2,200612,1.7530203028621942,"L-Phenylalanine, D8 - IS.Norm.Area"
TruePooGBT,Poo,Half3,200612,1.8203558650219864,"L-Phenylalanine, D8 - IS.Norm.Area"
TruePooGBT,Poo,Half4,200612,1.7420059795672844,"L-Phenylalanine, D8 - IS.Norm.Area"
TruePooGBT,Poo,Half5,200612,1.669699451589709,"L-Phenylalanine, D8 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos20,200612,0.7424056383403439,"L-Phenylalanine, D8 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos35,200612,0.740034677975493,"L-Phenylalanine, D8 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos50,200612,0.7441791712581195,"L-Phenylalanine, D8 - IS.Norm.Area"
250nMStdsInH2O,Std,1,200612,4316.285465976332,"L-Phenylalanine, D8 - IS.Norm.Area"
250nMStdsInH2O,Std,2,200612,160.07905586674931,"L-Phenylalanine, D8 - IS.Norm.Area"
250nMStdsInMatrix,Std,1,200612,1.5836960688277326,"L-Phenylalanine, D8 - IS.Norm.Area"
250nMStdsInMatrix,Std,2,200612,1.0507856973974101,"L-Phenylalanine, D8 - IS.Norm.Area"
H2OinMatrix,Std,1,200612,1.8125493998120201,"L-Phenylalanine, D8 - IS.Norm.Area"
H2OinMatrix,Std,2,200612,1.1290932746149194,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,A,200612,0.9561665732648285,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,B,200612,1.0241562401968118,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,C,200612,0.9481443338476835,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,A,200612,0.9052606049706446,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,B,200612,0.9540954169651953,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,C,200612,0.9587575840482875,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,A,200612,0.9705084833915215,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,B,200612,1.0324786178657694,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,C,200612,0.9132815020322208,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,A,200612,1.0360954872199364,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,B,200612,0.971578224931577,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,C,200612,0.9754467223345856,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,A,200612,0.9425750230727408,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,B,200612,0.9557621232288418,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,C,200612,0.8392462577607318,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,A,200612,0.8809982519685294,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,B,200612,1.1453107047741047,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,C,200612,0.9885097724043824,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,A,200612,0.9323200129659972,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,B,200612,0.9911203912729364,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,C,200612,0.9465684673659592,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,A,200612,0.97609689797641,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,B,200612,1.0841812656966692,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,C,200612,0.926825818428653,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,A,200612,1.0163363750028416,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,B,200612,0.9976755879527927,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,C,200612,1.084785439025385,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,A,200612,1.0902315638292037,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,B,200612,0.9791644268892754,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,C,200612,0.9480610308593491,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,A,200612,0.9135854621690896,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,B,200612,0.9781391615068795,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,C,200612,1.114893760633833,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,A,200612,1.0380526495069782,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,B,200612,0.9234019308845264,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,C,200612,0.9716772100102092,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,A,200612,0.9541891137618972,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,B,200612,0.9702457150189804,"L-Phenylalanine, D8 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,C,200612,1.055559456246861,"L-Phenylalanine, D8 - IS.Norm.Area"
QC2,Poo,1,200612,4.962374838806694,"L-Tryptophan, D3 - IS.Norm.Area"
QC2,Poo,2,200612,4.4575410652810765,"L-Tryptophan, D3 - IS.Norm.Area"
QC2,Poo,3,200612,4.3179333969022755,"L-Tryptophan, D3 - IS.Norm.Area"
QC2,Poo,4,200612,4.370284933818819,"L-Tryptophan, D3 - IS.Norm.Area"
QC2,Poo,5,200612,4.218067345591919,"L-Tryptophan, D3 - IS.Norm.Area"
TruePooGBT,Poo,Full1,200612,0.9420923873051658,"L-Tryptophan, D3 - IS.Norm.Area"
TruePooGBT,Poo,Full2,200612,0.8896549379466995,"L-Tryptophan, D3 - IS.Norm.Area"
TruePooGBT,Poo,Full3,200612,0.9271381804219891,"L-Tryptophan, D3 - IS.Norm.Area"
TruePooGBT,Poo,Full4,200612,0.8499164320480069,"L-Tryptophan, D3 - IS.Norm.Area"
TruePooGBT,Poo,Full5,200612,0.8536656842560404,"L-Tryptophan, D3 - IS.Norm.Area"
TruePooGBT,Poo,Half1,200612,1.9544889478726373,"L-Tryptophan, D3 - IS.Norm.Area"
TruePooGBT,Poo,Half2,200612,1.7488050993390025,"L-Tryptophan, D3 - IS.Norm.Area"
TruePooGBT,Poo,Half3,200612,1.7361806560790836,"L-Tryptophan, D3 - IS.Norm.Area"
TruePooGBT,Poo,Half4,200612,1.6747928778304362,"L-Tryptophan, D3 - IS.Norm.Area"
TruePooGBT,Poo,Half5,200612,1.5932571744425394,"L-Tryptophan, D3 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos20,200612,0.6984853067042209,"L-Tryptophan, D3 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos35,200612,0.7028323968832102,"L-Tryptophan, D3 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos50,200612,0.7177391178893868,"L-Tryptophan, D3 - IS.Norm.Area"
250nMStdsInH2O,Std,1,200612,439.76456123864506,"L-Tryptophan, D3 - IS.Norm.Area"
250nMStdsInH2O,Std,2,200612,Inf,"L-Tryptophan, D3 - IS.Norm.Area"
250nMStdsInMatrix,Std,1,200612,1.4337554072831322,"L-Tryptophan, D3 - IS.Norm.Area"
250nMStdsInMatrix,Std,2,200612,1.0521309985720664,"L-Tryptophan, D3 - IS.Norm.Area"
H2OinMatrix,Std,1,200612,1.5258088491839081,"L-Tryptophan, D3 - IS.Norm.Area"
H2OinMatrix,Std,2,200612,1.0885825712361483,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,A,200612,0.8998407101653862,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,B,200612,1.0197069771092333,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,C,200612,0.9506106912923322,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,A,200612,0.9308578938823636,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,B,200612,0.9982050798561533,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,C,200612,0.9553381803638977,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,A,200612,0.9223439081794182,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,B,200612,0.9644001507018349,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,C,200612,0.9235970034214583,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,A,200612,1.5736256413928635,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,B,200612,0.9389281535497073,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,C,200612,1.531039987559019,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,A,200612,0.984293446130874,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,B,200612,0.9217701090913989,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,C,200612,0.8448606420172161,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,A,200612,0.8877428352440084,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,B,200612,1.053941109605249,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,C,200612,0.9965523060994332,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,A,200612,1.4814031378782522,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,B,200612,1.5126826347552407,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,C,200612,0.8878425099350649,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,A,200612,0.962564812417656,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,B,200612,1.0247767735641171,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,C,200612,0.9196820446388865,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,A,200612,0.9343423518803402,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,B,200612,0.892824573650138,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,C,200612,1.0019088828840126,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,A,200612,1.011364179227051,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,B,200612,1.4115847185220036,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,C,200612,0.8811326917110007,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,A,200612,0.9015605562161396,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,B,200612,0.9511209179831506,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,C,200612,1.019848121020004,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,A,200612,0.9863699110795345,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,B,200612,0.8578003752862974,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,C,200612,0.9530855963973639,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,A,200612,0.9359065196544949,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,B,200612,0.9778406149289792,"L-Tryptophan, D3 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,C,200612,0.9780126651971858,"L-Tryptophan, D3 - IS.Norm.Area"
QC2,Poo,1,200612,3.2315667442226244,"Pyridoxal, D3 - IS.Norm.Area"
QC2,Poo,2,200612,3.62181612121987,"Pyridoxal, D3 - IS.Norm.Area"
QC2,Poo,3,200612,3.840074983414335,"Pyridoxal, D3 - IS.Norm.Area"
QC2,Poo,4,200612,3.890800394554633,"Pyridoxal, D3 - IS.Norm.Area"
QC2,Poo,5,200612,3.8443620072127604,"Pyridoxal, D3 - IS.Norm.Area"
TruePooGBT,Poo,Full1,200612,0.7550008755794019,"Pyridoxal, D3 - IS.Norm.Area"
TruePooGBT,Poo,Full2,200612,0.9241265703425668,"Pyridoxal, D3 - IS.Norm.Area"
TruePooGBT,Poo,Full3,200612,0.9635709986692981,"Pyridoxal, D3 - IS.Norm.Area"
TruePooGBT,Poo,Full4,200612,0.9897984578690406,"Pyridoxal, D3 - IS.Norm.Area"
TruePooGBT,Poo,Full5,200612,1.033997635489468,"Pyridoxal, D3 - IS.Norm.Area"
TruePooGBT,Poo,Half1,200612,1.0766785510463222,"Pyridoxal, D3 - IS.Norm.Area"
TruePooGBT,Poo,Half2,200612,1.4405419852071932,"Pyridoxal, D3 - IS.Norm.Area"
TruePooGBT,Poo,Half3,200612,1.5805379041144232,"Pyridoxal, D3 - IS.Norm.Area"
TruePooGBT,Poo,Half4,200612,1.6511539284924435,"Pyridoxal, D3 - IS.Norm.Area"
TruePooGBT,Poo,Half5,200612,1.6519405885339244,"Pyridoxal, D3 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos20,200612,0.8686014670335094,"Pyridoxal, D3 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos35,200612,0.952878373592365,"Pyridoxal, D3 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos50,200612,0.9279136122582754,"Pyridoxal, D3 - IS.Norm.Area"
250nMStdsInH2O,Std,1,200612,1.7800206016164895,"Pyridoxal, D3 - IS.Norm.Area"
250nMStdsInH2O,Std,2,200612,2.2975953703838097,"Pyridoxal, D3 - IS.Norm.Area"
250nMStdsInMatrix,Std,1,200612,0.5280115977606312,"Pyridoxal, D3 - IS.Norm.Area"
250nMStdsInMatrix,Std,2,200612,0.7082473686871635,"Pyridoxal, D3 - IS.Norm.Area"
H2OinMatrix,Std,1,200612,0.7117907348183872,"Pyridoxal, D3 - IS.Norm.Area"
H2OinMatrix,Std,2,200612,1.189120797158511,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,A,200612,0.9930863169377747,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,B,200612,0.9565584916672186,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,C,200612,1.0025439538433982,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,A,200612,0.9699794326681835,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,B,200612,0.985767471984768,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,C,200612,1.109452361530716,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,A,200612,0.9898499011943542,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,B,200612,1.120262051476869,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,C,200612,1.3410059435003407,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,A,200612,0.6745725099424604,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,B,200612,0.8969629512381582,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,C,200612,0.7974329927083411,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,A,200612,1.1021630320230613,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,B,200612,0.9439345295015458,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,C,200612,0.9872458390581201,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,A,200612,0.8900960442989561,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,B,200612,0.8751221600546688,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,C,200612,1.0034012631058957,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,A,200612,0.9790876509535149,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,B,200612,0.918885294961979,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,C,200612,1.27391764996162,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,A,200612,1.0225970210823268,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,B,200612,0.984517625510961,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,C,200612,0.9104862842704887,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,A,200612,1.1281088889267217,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,B,200612,1.1041494032660275,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,C,200612,0.8565278486100782,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,A,200612,0.8876767344569678,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,B,200612,0.9510256819332463,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,C,200612,1.1016082615886058,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,A,200612,1.0335984442704282,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,B,200612,1.1030659429224168,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,C,200612,0.7663573402487178,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,A,200612,0.8741254850924516,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,B,200612,1.103478482868375,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,C,200612,1.02595840695288,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,A,200612,0.9510519133077094,"Pyridoxal, D3 - IS.Norm.Area"
