"","MassFeature","Orig_RSD","del_RSD","percentChange","FinalBMIS","FinalRSD","Run.Cmpd","MIS","Adjusted_Area","SampID","type","runDate","replicate","OriginalArea"
"11","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Poo_TruePooGBT_Full3 (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",9679502.74386542,"TruePooGBT","Poo","200605","Full3",10673789
"12","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Poo_TruePooGBT_Full4 (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",9675074.99071028,"TruePooGBT","Poo","200605","Full4",11354324
"13","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Poo_TruePooGBT_Full5 (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",10851428.8787709,"TruePooGBT","Poo","200605","Full5",12379461
"14","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Poo_TruePooGBT_Full6pos (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",9193842.91823076,"TruePooGBT","Poo","200605","Full6pos",9130330
"15","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Poo_TruePooGBT_Half1 (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",8536174.18268298,"TruePooGBT","Poo","200605","Half1",4547268
"16","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Poo_TruePooGBT_Half2 (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",9466954.59718287,"TruePooGBT","Poo","200605","Half2",4903149
"17","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Poo_TruePooGBT_Half3 (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",9409120.8816416,"TruePooGBT","Poo","200605","Half3",5299708
"18","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Poo_TruePooGBT_Half4 (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",9594333.3125294,"TruePooGBT","Poo","200605","Half4",5621264
"19","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Poo_TruePooGBT_Half5 (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",10241325.3948673,"TruePooGBT","Poo","200605","Half5",6022190
"20","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Poo_TruePooGBT_Half6pos (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",8548229.38839647,"TruePooGBT","Poo","200605","Half6pos",4292182
"21","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Poo_QC2_1 (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",2351742492.91115,"QC2","Poo","200605","1",1010977280
"22","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Poo_QC2_2 (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",2245397883.03656,"QC2","Poo","200605","2",982206976
"23","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Poo_QC2_3 (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",2451208775.05399,"QC2","Poo","200605","3",1120476672
"24","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Poo_QC2_4 (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",2588350234.46796,"QC2","Poo","200605","4",1273712000
"25","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Poo_QC2_5 (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",2667013861.09974,"QC2","Poo","200605","5",1278187136
"26","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT0-IS_A (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",12474762.2240686,"GBTFate1MT0-IS","Smp","200605","A",13366788
"27","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT0-IS_B (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",11818954.2454987,"GBTFate1MT0-IS","Smp","200605","B",12661867
"28","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT0-IS_C (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",16990671.458694,"GBTFate1MT0-IS","Smp","200605","C",18221458
"29","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT12-IS_A (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",8926453.01532153,"GBTFate1MT12-IS","Smp","200605","A",9452218
"30","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT12-IS_B (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",5950128.73152976,"GBTFate1MT12-IS","Smp","200605","B",6195232
"31","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT12-IS_C (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",8332347.84969454,"GBTFate1MT12-IS","Smp","200605","C",9704866
"32","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT36-IS_A (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",9617162.05875376,"GBTFate1MT36-IS","Smp","200605","A",9643454
"33","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT36-IS_B (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",14502213.8663451,"GBTFate1MT36-IS","Smp","200605","B",14679996
"34","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT36-IS_C (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",12623372.9332364,"GBTFate1MT36-IS","Smp","200605","C",13450360
"35","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT4-IS_A (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",10567721.5949947,"GBTFate1MT4-IS","Smp","200605","A",10587589
"36","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT4-IS_B (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",14021099.9540416,"GBTFate1MT4-IS","Smp","200605","B",14759822
"37","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT4-IS_C (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",11539401.2462671,"GBTFate1MT4-IS","Smp","200605","C",12090082
"38","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT50-IS_A (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",11918632.2495717,"GBTFate1MT50-IS","Smp","200605","A",12458991
"39","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT50-IS_B (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",7068194.21381985,"GBTFate1MT50-IS","Smp","200605","B",7532424
"40","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT50-IS_C (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",9057248.90309702,"GBTFate1MT50-IS","Smp","200605","C",9763409
"41","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT8-IS_A (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",6888938.63144623,"GBTFate1MT8-IS","Smp","200605","A",7654501
"42","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT8-IS_B (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",10789883.1979884,"GBTFate1MT8-IS","Smp","200605","B",10160779
"43","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MT8-IS_C (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",10166508.0362334,"GBTFate1MT8-IS","Smp","200605","C",10943706
"44","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MTlong-IS_A (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",9925798.6688207,"GBTFate1MTlong-IS","Smp","200605","A",10022024
"45","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MTlong-IS_B (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",16363497.8641919,"GBTFate1MTlong-IS","Smp","200605","B",16278469
"46","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate1MTlong-IS_C (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",13771031.4119239,"GBTFate1MTlong-IS","Smp","200605","C",14605431
"47","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MT0-IS_A (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",17490685.7260542,"GBTFate2MT0-IS","Smp","200605","A",19057424
"48","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MT0-IS_B (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",12800414.8210606,"GBTFate2MT0-IS","Smp","200605","B",12660779
"49","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MT0-IS_C (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",7601166.12666576,"GBTFate2MT0-IS","Smp","200605","C",8647324
"50","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MT12-IS_A (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",6485002.98785203,"GBTFate2MT12-IS","Smp","200605","A",7263496
"51","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MT12-IS_B (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",10033901.0907354,"GBTFate2MT12-IS","Smp","200605","B",10796787
"52","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MT12-IS_C (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",8207762.15457441,"GBTFate2MT12-IS","Smp","200605","C",7811975
"53","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MT24-IS_A (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",9456906.67918351,"GBTFate2MT24-IS","Smp","200605","A",9098744
"54","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MT24-IS_B (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",9206252.30018704,"GBTFate2MT24-IS","Smp","200605","B",9559025
"55","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MT24-IS_C (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",11581245.480187,"GBTFate2MT24-IS","Smp","200605","C",12739756
"56","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MT48-IS_A (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",6378951.68543318,"GBTFate2MT48-IS","Smp","200605","A",7101723
"57","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MT48-IS_B (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",7360919.1279171,"GBTFate2MT48-IS","Smp","200605","B",8023542
"58","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MT48-IS_C (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",6821236.03290989,"GBTFate2MT48-IS","Smp","200605","C",6716543
"59","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MT5-IS_A (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",12374252.960811,"GBTFate2MT5-IS","Smp","200605","A",12245070
"60","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MT5-IS_B (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",10440440.8114738,"GBTFate2MT5-IS","Smp","200605","B",11329324
"61","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MT5-IS_C (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",5436940.92955729,"GBTFate2MT5-IS","Smp","200605","C",6026707
"62","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MTlong-IS_A (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",7712547.2713874,"GBTFate2MTlong-IS","Smp","200605","A",8453062
"63","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MTlong-IS_B (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",5673055.20566617,"GBTFate2MTlong-IS","Smp","200605","B",6380698
"64","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Smp_GBTFate2MTlong-IS_C (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",5008290.94226346,"GBTFate2MTlong-IS","Smp","200605","C",5382719
"65","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Blk_GBTFate1MBlk-IS_A (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",NA,"GBTFate1MBlk-IS","Blk","200605","A",NA
"66","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Blk_GBTFate1MBlk-IS_B (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",NA,"GBTFate1MBlk-IS","Blk","200605","B",NA
"67","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Std_4uMStdsMix2InH2O_2 (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",NA,"4uMStdsMix2InH2O","Std","200605","2",NA
"68","(3-Carboxypropyl)trimethylammonium_13C-0 15N-0",0.126478808816952,0.0485432215498595,0.383805176566094,"Arsenobetaine, 13C2 - IS.Norm.Area",0.0779355872670926,"200605_Std_4uMStdsMix2InMatrix_1 (3-Carboxypropyl)trimethylammonium_13C-0 15N-0","Arsenobetaine, 13C2 - IS.Norm.Area",NA,"4uMStdsMix2InMatrix","Std","200605","1",NA
