Experiment,Timepoint,replicate,type,Protein Name,all.area,Conc.All.uM.in.vial,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,SampID,ionization,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT..min.,Column,Blk.Max.Area,Area.less.blk,Area.filled.w.background,MID,Conc.uM.in.vial,Time of day,Vol Filtered (L),Incubation time (hr),Time since last sample (hr),nM.in.sample
Fate1,0,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",83444419,2.033039254190479,200605_Smp_GBTFate1MT0-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",8.83,82470176,0,1724125,HILICNeg,0,0,200605,GBTFate1MT0,neg,ok,ok,ok,ok,all ok,82470176,155.001422,10.67,HILIC,0,82470176,82470176,0.9883246475716968,2.0093028043972305,900,1.95,0.5,0,0.5094080641466019
Fate1,0,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",83444419,2.033039254190479,200605_Smp_GBTFate1MT0-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.82,974243,0,46271,HILICNeg,0,1,200605,GBTFate1MT0,neg,ok,ok,ok,ok,all ok,974243,156.004776,10.67,HILIC,0,974243,974243,0.011675352428303204,0.023736449793248543,900,1.95,0.5,0,0.006017778361942356
Fate1,12,A,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",101254072,1.8460992709798787,200605_Smp_GBTFate1MT12-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",8.87,101154688,0,2131218,HILICNeg,0,0,200605,GBTFate1MT12,IS,ok,ok,ok,ok,all ok,101154688,155.001422,10.67,HILIC,0,101154688,101154688,0.9990184691041364,1.8442872675085806,1930,2,12.5,3.5,0.4558832220312211
Fate1,12,A,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",101254072,1.8460992709798787,200605_Smp_GBTFate1MT12-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.79,99384,0,66101,HILICNeg,0,1,200605,GBTFate1MT12,IS,ok,ok,ok,ok,all ok,99384,156.004776,10.67,HILIC,0,99384,99384,9.81530895863625e-4,0.0018120034712980654,1930,2,12.5,3.5,4.4790309805859785e-4
Fate1,12,A,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",73648481,1.8705438186231362,200605_Smp_GBTFate1MT12-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",8.86,72614688,0,1683564,HILICNeg,0,0,200605,GBTFate1MT12,neg,ok,ok,ok,ok,all ok,72614688,155.001422,10.67,HILIC,0,72614688,72614688,0.9859631456621624,1.8442872675085806,1930,2,12.5,3.5,0.4558832220312211
Fate1,12,A,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",73648481,1.8705438186231362,200605_Smp_GBTFate1MT12-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.97,1033793,0,52934,HILICNeg,0,1,200605,GBTFate1MT12,neg,ok,ok,ok,ok,all ok,1033793,156.004776,10.67,HILIC,0,1033793,1033793,0.0140368543378376,0.02625655111455548,1930,2,12.5,3.5,0.006490269348169921
Fate1,12,B,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",47406452,0.7772698593425454,200605_Smp_GBTFate1MT12-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.1,47406452,0,1368610,HILICNeg,0,0,200605,GBTFate1MT12,IS,ok,ok,ok,ok,all ok,47406452,155.001422,10.67,HILIC,0,47406452,47406452,1,0.7772698593425454,1930,2,12.5,3.5,0.19213074563135268
Fate1,12,B,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",47406452,0.7772698593425454,200605_Smp_GBTFate1MT12-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,GBTFate1MT12,IS,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA,0,0,0,1930,2,12.5,3.5,0
Fate1,12,B,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",26840149,0.7850919230954166,200605_Smp_GBTFate1MT12-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.19,26572734,0,1094781,HILICNeg,0,0,200605,GBTFate1MT12,neg,ok,ok,ok,ok,all ok,26572734,155.001422,10.67,HILIC,0,26572734,26572734,0.9900367542669006,0.7772698593425454,1930,2,12.5,3.5,0.19213074563135268
Fate1,12,B,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",26840149,0.7850919230954166,200605_Smp_GBTFate1MT12-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.14,267415,0,34933,HILICNeg,0,1,200605,GBTFate1MT12,neg,ok,ok,ok,ok,all ok,267415,156.004776,10.67,HILIC,0,267415,267415,0.00996324573309932,0.00782206375287115,1930,2,12.5,3.5,0.0019335098655263764
Fate1,12,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",83411552,1.4250880553154008,200605_Smp_GBTFate1MT12-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",8.82,83411552,0,1346047,HILICNeg,0,0,200605,GBTFate1MT12,IS,ok,ok,ok,ok,all ok,83411552,155.001422,10.67,HILIC,0,83411552,83411552,1,1.4250880553154008,1930,2,12.5,3.5,0.35226276609989626
Fate1,12,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",83411552,1.4250880553154008,200605_Smp_GBTFate1MT12-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,GBTFate1MT12,IS,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA,0,0,0,1930,2,12.5,3.5,0
Fate1,12,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",63500362,1.4378527181817415,200605_Smp_GBTFate1MT12-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",8.84,62936632,0,1193717,HILICNeg,0,0,200605,GBTFate1MT12,neg,ok,ok,ok,ok,all ok,62936632,155.001422,10.67,HILIC,0,62936632,62936632,0.9911224128139616,1.4250880553154008,1930,2,12.5,3.5,0.35226276609989626
Fate1,12,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",63500362,1.4378527181817415,200605_Smp_GBTFate1MT12-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.67,563730,0,42381,HILICNeg,0,1,200605,GBTFate1MT12,neg,ok,ok,ok,ok,all ok,563730,156.004776,10.67,HILIC,0,563730,563730,0.008877587186038404,0.012764662866340717,1930,2,12.5,3.5,0.003155254465054541
Fate1,36,A,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",116869825,2.177452859994468,200605_Smp_GBTFate1MT36-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.25,116263496,0,3401765,HILICNeg,0,0,200605,GBTFate1MT36,IS,ok,ok,ok,ok,all ok,116263496,155.001422,10.67,HILIC,0,116263496,116263496,0.9948119285709549,2.166156079023438,1900,2,36,23.5,0.5354449006535402
Fate1,36,A,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",116869825,2.177452859994468,200605_Smp_GBTFate1MT36-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.29,606329,0,124559,HILICNeg,0,1,200605,GBTFate1MT36,IS,ok,ok,ok,ok,all ok,606329,156.004776,10.67,HILIC,0,606329,606329,0.0051880714290450936,0.011296780971029825,1900,2,36,23.5,0.0027924136322922924
Fate1,36,A,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",83049617,2.194906687775674,200605_Smp_GBTFate1MT36-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.21,81961768,0,3183324,HILICNeg,0,0,200605,GBTFate1MT36,neg,ok,ok,ok,ok,all ok,81961768,155.001422,10.67,HILIC,0,81961768,81961768,0.9869012159321577,2.166156079023438,1900,2,36,23.5,0.5354449006535402
Fate1,36,A,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",83049617,2.194906687775674,200605_Smp_GBTFate1MT36-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.19,1087849,0,86571,HILICNeg,0,1,200605,GBTFate1MT36,neg,ok,ok,ok,ok,all ok,1087849,156.004776,10.67,HILIC,0,1087849,1087849,0.01309878406784224,0.02875060875223638,1900,2,36,23.5,0.007106767142102804
Fate1,36,B,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",86755762,1.60705065781365,200605_Smp_GBTFate1MT36-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.28,86558568,0,2394181,HILICNeg,0,0,200605,GBTFate1MT36,IS,ok,ok,ok,ok,all ok,86558568,155.001422,10.67,HILIC,0,86558568,86558568,0.9977270212899519,1.603397865882471,1900,2,36,23.5,0.3963385738079351
Fate1,36,B,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",86755762,1.60705065781365,200605_Smp_GBTFate1MT36-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.31,197194,0,116848,HILICNeg,0,1,200605,GBTFate1MT36,IS,ok,ok,ok,ok,all ok,197194,156.004776,10.67,HILIC,0,197194,197194,0.0022729787100481003,0.0036527919311792213,1900,2,36,23.5,9.029214614950878e-4
Fate1,36,B,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",65188173,1.6211724471285809,200605_Smp_GBTFate1MT36-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.25,64473448,0,2071442,HILICNeg,0,0,200605,GBTFate1MT36,neg,ok,ok,ok,ok,all ok,64473448,155.001422,10.67,HILIC,0,64473448,64473448,0.9890359712949771,1.603397865882471,1900,2,36,23.5,0.3963385738079351
Fate1,36,B,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",65188173,1.6211724471285809,200605_Smp_GBTFate1MT36-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.21,714725,0,50056,HILICNeg,0,1,200605,GBTFate1MT36,neg,ok,ok,ok,ok,all ok,714725,156.004776,10.67,HILIC,0,714725,714725,0.01096402870502292,0.017774581246110012,1900,2,36,23.5,0.004393639489621781
Fate1,36,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",150894794,2.222797804406188,200605_Smp_GBTFate1MT36-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.12,150134896,0,2708895,HILICNeg,0,0,200605,GBTFate1MT36,IS,ok,ok,ok,ok,all ok,150134896,155.001422,10.67,HILIC,0,150134896,150134896,0.9949640542270796,2.2116039151990314,1900,2,36,23.5,0.5466789997849979
Fate1,36,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",150894794,2.222797804406188,200605_Smp_GBTFate1MT36-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.12,759898,0,101585,HILICNeg,0,1,200605,GBTFate1MT36,IS,ok,ok,ok,ok,all ok,759898,156.004776,10.67,HILIC,0,759898,759898,0.005035945772920436,0.011193889207156167,1900,2,36,23.5,0.0027669801601529096
Fate1,36,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",109839054,2.241972494305905,200605_Smp_GBTFate1MT36-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.07,108351232,0,2491712,HILICNeg,0,0,200605,GBTFate1MT36,neg,ok,ok,ok,ok,all ok,108351232,155.001422,10.67,HILIC,0,108351232,108351232,0.9864545264565007,2.2116039151990314,1900,2,36,23.5,0.5466789997849979
Fate1,36,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",109839054,2.241972494305905,200605_Smp_GBTFate1MT36-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.99,1487822,0,70485,HILICNeg,0,1,200605,GBTFate1MT36,neg,ok,ok,ok,ok,all ok,1487822,156.004776,10.67,HILIC,0,1487822,1487822,0.013545473543499381,0.030368579106873957,1900,2,36,23.5,0.007506707840831152
Fate1,4,A,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",37666720,0.7691238186443852,200605_Smp_GBTFate1MT4-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.38,37666720,0,1275350,HILICNeg,0,0,200605,GBTFate1MT4,IS,ok,ok,ok,ok,all ok,37666720,155.001422,10.67,HILIC,0,37666720,37666720,1,0.7691238186443852,1200,2,4.5,4.25,0.19011715298464346
Fate1,4,A,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",37666720,0.7691238186443852,200605_Smp_GBTFate1MT4-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,GBTFate1MT4,IS,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA,0,0,0,1200,2,4.5,4.25,0
Fate1,4,A,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",25711529,0.7765047047565639,200605_Smp_GBTFate1MT4-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.23,25467134,0,1058666,HILICNeg,0,0,200605,GBTFate1MT4,neg,ok,ok,ok,ok,all ok,25467134,155.001422,10.67,HILIC,0,25467134,25467134,0.9904947309823543,0.7691238186443852,1200,2,4.5,4.25,0.19011715298464346
Fate1,4,A,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",25711529,0.7765047047565639,200605_Smp_GBTFate1MT4-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.42,244395,0,27102,HILICNeg,0,1,200605,GBTFate1MT4,neg,ok,ok,ok,ok,all ok,244395,156.004776,10.67,HILIC,0,244395,244395,0.009505269017645741,0.00738088611217872,1200,2,4.5,4.25,0.0018244566351157507
Fate1,4,B,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",91939249,1.5009514837523823,200605_Smp_GBTFate1MT4-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.21,91818792,0,2826297,HILICNeg,0,0,200605,GBTFate1MT4,IS,ok,ok,ok,ok,all ok,91818792,155.001422,10.67,HILIC,0,91818792,91818792,0.9986898196220855,1.4989849665701682,1200,2,4.5,4.25,0.3705290972699246
Fate1,4,B,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",91939249,1.5009514837523823,200605_Smp_GBTFate1MT4-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.28,120457,0,93690,HILICNeg,0,1,200605,GBTFate1MT4,IS,ok,ok,ok,ok,all ok,120457,156.004776,10.67,HILIC,0,120457,120457,0.001310180377914551,0.0019665171822141024,1200,2,4.5,4.25,4.860968272142299e-4
Fate1,4,B,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",62694954,1.5186542115030635,200605_Smp_GBTFate1MT4-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.17,61882944,0,2228422,HILICNeg,0,0,200605,GBTFate1MT4,neg,ok,ok,ok,ok,all ok,61882944,155.001422,10.67,HILIC,0,61882944,61882944,0.9870482399588331,1.4989849665701682,1200,2,4.5,4.25,0.3705290972699246
Fate1,4,B,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",62694954,1.5186542115030635,200605_Smp_GBTFate1MT4-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.14,812010,0,64474,HILICNeg,0,1,200605,GBTFate1MT4,neg,ok,ok,ok,ok,all ok,812010,156.004776,10.67,HILIC,0,812010,812010,0.01295176004116695,0.019669244932895277,1200,2,4.5,4.25,0.004861975090812608
Fate1,4,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",76666160,1.5833436103767355,200605_Smp_GBTFate1MT4-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.12,76666160,0,1919698,HILICNeg,0,0,200605,GBTFate1MT4,IS,ok,ok,ok,ok,all ok,76666160,155.001422,10.67,HILIC,0,76666160,76666160,1,1.5833436103767355,1200,2,4.5,4.25,0.39138142923699065
Fate1,4,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",76666160,1.5833436103767355,200605_Smp_GBTFate1MT4-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,GBTFate1MT4,IS,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA,0,0,0,1200,2,4.5,4.25,0
Fate1,4,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",51815376,1.5981022388450912,200605_Smp_GBTFate1MT4-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.05,51336856,0,1646181,HILICNeg,0,0,200605,GBTFate1MT4,neg,ok,ok,ok,ok,all ok,51336856,155.001422,10.67,HILIC,0,51336856,51336856,0.9907649034525968,1.5833436103767355,1200,2,4.5,4.25,0.39138142923699065
Fate1,4,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",51815376,1.5981022388450912,200605_Smp_GBTFate1MT4-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.16,478520,0,42827,HILICNeg,0,1,200605,GBTFate1MT4,neg,ok,ok,ok,ok,all ok,478520,156.004776,10.67,HILIC,0,478520,478520,0.009235096547403227,0.014758628468355668,1200,2,4.5,4.25,0.0036481361756646098
Fate1,50,A,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",147225677,2.542953014086398,200605_Smp_GBTFate1MT50-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",8.93,146138080,0,3519674,HILICNeg,0,0,200605,GBTFate1MT50,IS,ok,ok,ok,ok,all ok,146138080,155.001422,10.67,HILIC,0,146138080,146138080,0.9926127220321765,2.524167513312227,900,2,50,14,0.6239405537239384
Fate1,50,A,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",147225677,2.542953014086398,200605_Smp_GBTFate1MT50-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.03,1087597,0,142240,HILICNeg,0,1,200605,GBTFate1MT50,IS,ok,ok,ok,ok,all ok,1087597,156.004776,10.67,HILIC,0,1087597,1087597,0.0073872779678235065,0.018785500774170828,900,2,50,14,0.004643525318031373
Fate1,50,A,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",104250841,2.567818875110739,200605_Smp_GBTFate1MT50-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.06,102478640,0,3090484,HILICNeg,0,0,200605,GBTFate1MT50,neg,ok,ok,ok,ok,all ok,102478640,155.001422,10.67,HILIC,0,102478640,102478640,0.9830006071605696,2.524167513312227,900,2,50,14,0.6239405537239384
Fate1,50,A,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",104250841,2.567818875110739,200605_Smp_GBTFate1MT50-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.87,1772201,0,96414,HILICNeg,0,1,200605,GBTFate1MT50,neg,ok,ok,ok,ok,all ok,1772201,156.004776,10.67,HILIC,0,1772201,1772201,0.016999392839430427,0.04365136179851179,900,2,50,14,0.010790034618434802
Fate1,50,B,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",135472784,2.1743451009473773,200605_Smp_GBTFate1MT50-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.07,134850528,0,3084043,HILICNeg,0,0,200605,GBTFate1MT50,IS,ok,ok,ok,ok,all ok,134850528,155.001422,10.67,HILIC,0,134850528,134850528,0.995406782221291,2.164357860372657,900,2,50,14,0.5350004049793158
Fate1,50,B,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",135472784,2.1743451009473773,200605_Smp_GBTFate1MT50-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.12,622256,0,114450,HILICNeg,0,1,200605,GBTFate1MT50,IS,ok,ok,ok,ok,all ok,622256,156.004776,10.67,HILIC,0,622256,622256,0.004593217778708969,0.009987240574720242,900,2,50,14,0.002468712706863181
Fate1,50,B,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",94629238,2.1962650229404006,200605_Smp_GBTFate1MT50-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.12,93254472,0,2807378,HILICNeg,0,0,200605,GBTFate1MT50,neg,ok,ok,ok,ok,all ok,93254472,155.001422,10.67,HILIC,0,93254472,93254472,0.9854720799928665,2.164357860372657,900,2,50,14,0.5350004049793158
Fate1,50,B,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",94629238,2.1962650229404006,200605_Smp_GBTFate1MT50-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.1,1374766,0,60931,HILICNeg,0,1,200605,GBTFate1MT50,neg,ok,ok,ok,ok,all ok,1374766,156.004776,10.67,HILIC,0,1374766,1374766,0.014527920007133524,0.03190716256774342,900,2,50,14,0.007887025157911936
Fate1,50,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",217108902,2.817380375588223,200605_Smp_GBTFate1MT50-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",8.8,215392768,0,3999101,HILICNeg,0,0,200605,GBTFate1MT50,IS,ok,ok,ok,ok,all ok,215392768,155.001422,10.67,HILIC,0,215392768,215392768,0.9920955152727915,2.795110435438649,900,2,50,14,0.6909140315012948
Fate1,50,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",217108902,2.817380375588223,200605_Smp_GBTFate1MT50-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.91,1716134,0,150016,HILICNeg,0,1,200605,GBTFate1MT50,IS,ok,ok,ok,ok,all ok,1716134,156.004776,10.67,HILIC,0,1716134,1716134,0.007904484727208469,0.02226994014957397,900,2,50,14,0.005504832272439358
Fate1,50,C,Smp,"(R)-2,3-Dihydroxypropane-1-sulfonate",150193055,2.840617165147121,200605_Smp_GBTFate1MT50-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",8.74,147786960,0,3094238,HILICNeg,0,0,200605,GBTFate1MT50,neg,ok,ok,ok,ok,all ok,147786960,155.001422,10.67,HILIC,0,147786960,147786960,0.9839799849600236,2.795110435438649,900,2,50,14,0.6909140315012948
