Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT..min.,Column,Blk.Max.Area,Area.less.blk,Area.filled.w.background,all.area,MID
Butyrylcarnitine,200612_Smp_GBTFate1MT4-pos_B,Butyrylcarnitine_13C-0 15N-0,1.37,253220,0,62140,CyanoAq,0,0,200612,Smp,GBTFate1MT4,pos,B,4,Fate1,ok,ok,ok,ok,all ok,253220,232.154884,1.34,RP,24174,229046,229046,245416,0.9332969325553346
Butyrylcarnitine,200612_Smp_GBTFate1MT4-pos_C,Butyrylcarnitine_13C-0 15N-0,1.37,194126,0,49441,CyanoAq,0,0,200612,Smp,GBTFate1MT4,pos,C,4,Fate1,ok,ok,ok,ok,all ok,194126,232.154884,1.34,RP,24174,169952,169952,169952,1
Butyrylcarnitine,200612_Smp_GBTFate1MT50-pos_A,Butyrylcarnitine_13C-0 15N-0,1.37,383660,0,111038,CyanoAq,0,0,200612,Smp,GBTFate1MT50,pos,A,50,Fate1,ok,ok,ok,ok,all ok,383660,232.154884,1.34,RP,24174,359486,359486,376502,0.954805020956064
Butyrylcarnitine,200612_Smp_GBTFate1MT50-pos_B,Butyrylcarnitine_13C-0 15N-0,1.36,389059,0,109173,CyanoAq,0,0,200612,Smp,GBTFate1MT50,pos,B,50,Fate1,ok,ok,ok,ok,all ok,389059,232.154884,1.34,RP,24174,364885,364885,384635,0.9486526187164455
Butyrylcarnitine,200612_Smp_GBTFate1MT50-pos_C,Butyrylcarnitine_13C-0 15N-0,1.37,273098,0,80711,CyanoAq,0,0,200612,Smp,GBTFate1MT50,pos,C,50,Fate1,ok,ok,ok,ok,all ok,273098,232.154884,1.34,RP,24174,248924,248924,266267,0.9348661306132566
Butyrylcarnitine,200612_Smp_GBTFate1MTlong-pos_A,Butyrylcarnitine_13C-0 15N-0,1.37,1430017,0,474018,CyanoAq,0,0,200612,Smp,GBTFate1MTlong,pos,A,96,Fate1,ok,ok,ok,ok,all ok,1430017,232.154884,1.34,RP,24174,1405843,1405843,1511598,0.9300376158211376
Butyrylcarnitine,200612_Smp_GBTFate1MTlong-pos_B,Butyrylcarnitine_13C-0 15N-0,1.37,1378710,2541,476330,CyanoAq,0,0,200612,Smp,GBTFate1MTlong,pos,B,96,Fate1,ok,ok,ok,ok,all ok,1378710,232.154884,1.34,RP,24174,1354536,1354536,1475476,0.9180332313097603
Butyrylcarnitine,200612_Smp_GBTFate1MTlong-pos_C,Butyrylcarnitine_13C-0 15N-0,1.37,1797399,0,548033,CyanoAq,0,0,200612,Smp,GBTFate1MTlong,pos,C,96,Fate1,ok,ok,ok,ok,all ok,1797399,232.154884,1.34,RP,24174,1773225,1773225,1915589,0.9256813439626141
Butyrylcarnitine,200612_Smp_GBTFate2MT0-pos_A,Butyrylcarnitine_13C-0 15N-0,1.37,118134,0,31642,CyanoAq,0,0,200612,Smp,GBTFate2MT0,pos,A,0,Fate2,ok,ok,ok,ok,all ok,118134,232.154884,1.34,RP,24174,93960,93960,96865,0.9700098074639962
Butyrylcarnitine,200612_Smp_GBTFate2MT0-pos_B,Butyrylcarnitine_13C-0 15N-0,1.37,159291,0,26691,CyanoAq,0,0,200612,Smp,GBTFate2MT0,pos,B,0,Fate2,ok,ok,ok,ok,all ok,159291,232.154884,1.34,RP,24174,135117,135117,135117,1
Butyrylcarnitine,200612_Smp_GBTFate2MT0-pos_C,Butyrylcarnitine_13C-0 15N-0,1.33,108119,0,24037,CyanoAq,0,0,200612,Smp,GBTFate2MT0,pos,C,0,Fate2,ok,ok,ok,ok,all ok,108119,232.154884,1.34,RP,24174,83945,83945,83945,1
Butyrylcarnitine,200612_Smp_GBTFate2MT12-pos_A,Butyrylcarnitine_13C-0 15N-0,1.35,95338,0,25351,CyanoAq,0,0,200612,Smp,GBTFate2MT12,pos,A,12,Fate2,ok,ok,ok,ok,all ok,95338,232.154884,1.34,RP,24174,71164,71164,71164,1
Butyrylcarnitine,200612_Smp_GBTFate2MT12-pos_B,Butyrylcarnitine_13C-0 15N-0,1.34,107036,0,21936,CyanoAq,0,0,200612,Smp,GBTFate2MT12,pos,B,12,Fate2,ok,ok,ok,ok,all ok,107036,232.154884,1.34,RP,24174,82862,82862,86856,0.9540158423137146
Butyrylcarnitine,200612_Smp_GBTFate2MT12-pos_C,Butyrylcarnitine_13C-0 15N-0,1.34,131832,0,30168,CyanoAq,0,0,200612,Smp,GBTFate2MT12,pos,C,12,Fate2,ok,ok,ok,ok,all ok,131832,232.154884,1.34,RP,24174,107658,107658,110804,0.9716075231941085
Butyrylcarnitine,200612_Smp_GBTFate2MT24-pos_A,Butyrylcarnitine_13C-0 15N-0,1.32,177628,0,41943,CyanoAq,0,0,200612,Smp,GBTFate2MT24,pos,A,24,Fate2,ok,ok,ok,ok,all ok,177628,232.154884,1.34,RP,24174,153454,153454,159815,0.9601977286237212
Butyrylcarnitine,200612_Smp_GBTFate2MT24-pos_B,Butyrylcarnitine_13C-0 15N-0,1.33,103593,0,24869,CyanoAq,0,0,200612,Smp,GBTFate2MT24,pos,B,24,Fate2,ok,ok,ok,ok,all ok,103593,232.154884,1.34,RP,24174,79419,79419,79419,1
Butyrylcarnitine,200612_Smp_GBTFate2MT24-pos_C,Butyrylcarnitine_13C-0 15N-0,1.34,131407,0,26256,CyanoAq,0,0,200612,Smp,GBTFate2MT24,pos,C,24,Fate2,ok,ok,ok,ok,all ok,131407,232.154884,1.34,RP,24174,107233,107233,107233,1
Butyrylcarnitine,200612_Smp_GBTFate2MT48-pos_A,Butyrylcarnitine_13C-0 15N-0,1.33,261456,0,74813,CyanoAq,0,0,200612,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,261456,232.154884,1.34,RP,24174,237282,237282,261490,0.9074228459979349
Butyrylcarnitine,200612_Smp_GBTFate2MT48-pos_B,Butyrylcarnitine_13C-0 15N-0,1.32,169329,403,53608,CyanoAq,0,0,200612,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,169329,232.154884,1.34,RP,24174,145155,145155,156666,0.9265252192562522
Butyrylcarnitine,200612_Smp_GBTFate2MT48-pos_C,Butyrylcarnitine_13C-0 15N-0,1.34,257496,0,77711,CyanoAq,0,0,200612,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,257496,232.154884,1.34,RP,24174,233322,233322,258646,0.9020901154473682
Butyrylcarnitine,200612_Smp_GBTFate2MT5-pos_A,Butyrylcarnitine_13C-0 15N-0,1.32,91449,0,20897,CyanoAq,0,0,200612,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,ok,all ok,91449,232.154884,1.34,RP,24174,67275,67275,67275,1
Butyrylcarnitine,200612_Smp_GBTFate2MT5-pos_B,Butyrylcarnitine_13C-0 15N-0,1.34,74454,0,12737,CyanoAq,0,0,200612,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,74454,232.154884,1.34,RP,24174,50280,50280,50280,1
Butyrylcarnitine,200612_Smp_GBTFate2MTlong-pos_A,Butyrylcarnitine_13C-0 15N-0,1.33,295980,0,81831,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,295980,232.154884,1.34,RP,24174,271806,271806,308640,0.8806570762052877
Butyrylcarnitine,200612_Smp_GBTFate2MTlong-pos_B,Butyrylcarnitine_13C-0 15N-0,1.34,285894,0,79836,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,285894,232.154884,1.34,RP,24174,261720,261720,295115,0.8868407231079409
Butyrylcarnitine,200612_Smp_GBTFate2MTlong-pos_C,Butyrylcarnitine_13C-0 15N-0,1.32,170828,0,41346,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,170828,232.154884,1.34,RP,24174,146654,146654,175214,0.8369993265378337
Butyrylcarnitine,200612_Smp_GBTFate1MT8-pos_A,Butyrylcarnitine_13C-0 15N-0,1.38,142834,0,41384,CyanoAq,0,0,200612,Smp,GBTFate1MT8,pos,A,8,Fate1,ok,ok,ok,ok,all ok,142834,232.154884,1.34,RP,24174,118660,118660,120949,0.9810746678352033
Butyrylcarnitine,200612_Smp_GBTFate1MT8-pos_B,Butyrylcarnitine_13C-0 15N-0,1.37,325764,0,95669,CyanoAq,0,0,200612,Smp,GBTFate1MT8,pos,B,8,Fate1,ok,ok,ok,ok,all ok,325764,232.154884,1.34,RP,24174,301590,301590,316221,0.9537317255969717
Butyrylcarnitine,200612_Smp_GBTFate1MT8-pos_C,Butyrylcarnitine_13C-0 15N-0,1.38,215685,0,52167,CyanoAq,0,0,200612,Smp,GBTFate1MT8,pos,C,8,Fate1,ok,ok,ok,ok,all ok,215685,232.154884,1.34,RP,24174,191511,191511,205471,0.9320585386745575
Butyrylcarnitine,200612_Smp_GBTFate1MT0-pos_A,Butyrylcarnitine_13C-1 15N-0,1.37,11898,0,9314,CyanoAq,0,1,200612,Smp,GBTFate1MT0,pos,A,0,Fate1,ok,ok,ok,ok,all ok,11898,233.158238,1.34,RP,2063,9835,9835,177010,0.0555618326648212
Butyrylcarnitine,200612_Smp_GBTFate1MT0-pos_B,Butyrylcarnitine_13C-1 15N-0,1.37,15497,0,8554,CyanoAq,0,1,200612,Smp,GBTFate1MT0,pos,B,0,Fate1,ok,ok,ok,ok,all ok,15497,233.158238,1.34,RP,2063,13434,13434,220142,0.061024247985391245
Butyrylcarnitine,200612_Smp_GBTFate1MT0-pos_C,Butyrylcarnitine_13C-1 15N-0,1.36,16418,0,8906,CyanoAq,0,1,200612,Smp,GBTFate1MT0,pos,C,0,Fate1,ok,ok,ok,ok,all ok,16418,233.158238,1.34,RP,2063,14355,14355,278500,0.05154398563734291
Butyrylcarnitine,200612_Smp_GBTFate1MT12-pos_A,Butyrylcarnitine_13C-1 15N-0,1.37,14803,0,10046,CyanoAq,0,1,200612,Smp,GBTFate1MT12,pos,A,12,Fate1,ok,ok,ok,ok,all ok,14803,233.158238,1.34,RP,2063,12740,12740,178087,0.07153806847215124
Butyrylcarnitine,200612_Smp_GBTFate1MT12-pos_B,Butyrylcarnitine_13C-1 15N-0,1.37,29207,0,11282,CyanoAq,0,1,200612,Smp,GBTFate1MT12,pos,B,12,Fate1,ok,ok,ok,ok,all ok,29207,233.158238,1.34,RP,2063,27144,27144,350379,0.07747039634224653
Butyrylcarnitine,200612_Smp_GBTFate1MT12-pos_C,Butyrylcarnitine_13C-1 15N-0,1.37,7871,0,4456,CyanoAq,0,1,200612,Smp,GBTFate1MT12,pos,C,12,Fate1,ok,ok,ok,ok,all ok,7871,233.158238,1.34,RP,2063,5808,5808,128422,0.04522589587453863
Butyrylcarnitine,200612_Smp_GBTFate1MT36-pos_A,Butyrylcarnitine_13C-1 15N-0,1.37,27386,0,10320,CyanoAq,0,1,200612,Smp,GBTFate1MT36,pos,A,36,Fate1,ok,ok,ok,ok,all ok,27386,233.158238,1.34,RP,2063,25323,25323,403215,0.06280272311297942
Butyrylcarnitine,200612_Smp_GBTFate1MT36-pos_B,Butyrylcarnitine_13C-1 15N-0,1.38,10378,0,6052,CyanoAq,0,1,200612,Smp,GBTFate1MT36,pos,B,36,Fate1,ok,ok,ok,ok,all ok,10378,233.158238,1.34,RP,2063,8315,8315,216956,0.038325743468721765
Butyrylcarnitine,200612_Smp_GBTFate1MT36-pos_C,Butyrylcarnitine_13C-1 15N-0,1.36,19602,0,6435,CyanoAq,0,1,200612,Smp,GBTFate1MT36,pos,C,36,Fate1,ok,ok,ok,ok,all ok,19602,233.158238,1.34,RP,2063,17539,17539,328708,0.05335738710344744
Butyrylcarnitine,200612_Smp_GBTFate1MT4-pos_A,Butyrylcarnitine_13C-1 15N-0,1.36,15042,0,7319,CyanoAq,0,1,200612,Smp,GBTFate1MT4,pos,A,4,Fate1,ok,ok,ok,ok,all ok,15042,233.158238,1.34,RP,2063,12979,12979,202899,0.0639677869284718
Butyrylcarnitine,200612_Smp_GBTFate1MT4-pos_B,Butyrylcarnitine_13C-1 15N-0,1.38,18433,0,8421,CyanoAq,0,1,200612,Smp,GBTFate1MT4,pos,B,4,Fate1,ok,ok,ok,ok,all ok,18433,233.158238,1.34,RP,2063,16370,16370,245416,0.06670306744466538
Butyrylcarnitine,200612_Smp_GBTFate1MT4-pos_C,Butyrylcarnitine_13C-1 15N-0,1.36,NA,0,2535,CyanoAq,0,1,200612,Smp,GBTFate1MT4,pos,C,4,Fate1,comparable to blank,ok,ok,ok,something is wrong,2311,233.158238,1.34,RP,2063,NA,0,169952,0
Butyrylcarnitine,200612_Smp_GBTFate1MT50-pos_A,Butyrylcarnitine_13C-1 15N-0,1.38,19079,0,7593,CyanoAq,0,1,200612,Smp,GBTFate1MT50,pos,A,50,Fate1,ok,ok,ok,ok,all ok,19079,233.158238,1.34,RP,2063,17016,17016,376502,0.045194979043936025
Butyrylcarnitine,200612_Smp_GBTFate1MT50-pos_B,Butyrylcarnitine_13C-1 15N-0,1.38,21813,0,8971,CyanoAq,0,1,200612,Smp,GBTFate1MT50,pos,B,50,Fate1,ok,ok,ok,ok,all ok,21813,233.158238,1.34,RP,2063,19750,19750,384635,0.05134738128355454
Butyrylcarnitine,200612_Smp_GBTFate1MT50-pos_C,Butyrylcarnitine_13C-1 15N-0,1.36,19406,0,8032,CyanoAq,0,1,200612,Smp,GBTFate1MT50,pos,C,50,Fate1,ok,ok,ok,ok,all ok,19406,233.158238,1.34,RP,2063,17343,17343,266267,0.06513386938674338
Butyrylcarnitine,200612_Smp_GBTFate1MTlong-pos_A,Butyrylcarnitine_13C-1 15N-0,1.38,107818,0,37311,CyanoAq,0,1,200612,Smp,GBTFate1MTlong,pos,A,96,Fate1,ok,ok,ok,ok,all ok,107818,233.158238,1.34,RP,2063,105755,105755,1511598,0.06996238417886237
Butyrylcarnitine,200612_Smp_GBTFate1MTlong-pos_B,Butyrylcarnitine_13C-1 15N-0,1.38,123003,0,31676,CyanoAq,0,1,200612,Smp,GBTFate1MTlong,pos,B,96,Fate1,ok,ok,ok,ok,all ok,123003,233.158238,1.34,RP,2063,120940,120940,1475476,0.08196676869023962
Butyrylcarnitine,200612_Smp_GBTFate1MTlong-pos_C,Butyrylcarnitine_13C-1 15N-0,1.37,144427,0,36809,CyanoAq,0,1,200612,Smp,GBTFate1MTlong,pos,C,96,Fate1,ok,ok,ok,ok,all ok,144427,233.158238,1.34,RP,2063,142364,142364,1915589,0.0743186560373859
Butyrylcarnitine,200612_Smp_GBTFate2MT0-pos_A,Butyrylcarnitine_13C-1 15N-0,1.39,4968,0,2241,CyanoAq,0,1,200612,Smp,GBTFate2MT0,pos,A,0,Fate2,ok,ok,ok,ok,all ok,4968,233.158238,1.34,RP,2063,2905,2905,96865,0.029990192536003716
Butyrylcarnitine,200612_Smp_GBTFate2MT0-pos_B,Butyrylcarnitine_13C-1 15N-0,1.34,NA,0,3245,CyanoAq,0,1,200612,Smp,GBTFate2MT0,pos,B,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,3679,233.158238,1.34,RP,2063,NA,0,135117,0
Butyrylcarnitine,200612_Smp_GBTFate2MT0-pos_C,Butyrylcarnitine_13C-1 15N-0,1.17,NA,0,0,CyanoAq,0,1,200612,Smp,GBTFate2MT0,pos,C,0,Fate2,comparable to blank,NA,too small,ok,something is wrong,0,233.158238,1.34,RP,2063,NA,0,83945,0
Butyrylcarnitine,200612_Smp_GBTFate2MT12-pos_A,Butyrylcarnitine_13C-1 15N-0,1.36,NA,0,4508,CyanoAq,0,1,200612,Smp,GBTFate2MT12,pos,A,12,Fate2,comparable to blank,ok,ok,ok,something is wrong,3021,233.158238,1.34,RP,2063,NA,0,71164,0
Butyrylcarnitine,200612_Smp_GBTFate2MT12-pos_B,Butyrylcarnitine_13C-1 15N-0,1.33,6057,0,6012,CyanoAq,0,1,200612,Smp,GBTFate2MT12,pos,B,12,Fate2,ok,ok,ok,ok,all ok,6057,233.158238,1.34,RP,2063,3994,3994,86856,0.045984157686285346
Butyrylcarnitine,200612_Smp_GBTFate2MT12-pos_C,Butyrylcarnitine_13C-1 15N-0,1.37,5209,0,3362,CyanoAq,0,1,200612,Smp,GBTFate2MT12,pos,C,12,Fate2,ok,ok,ok,ok,all ok,5209,233.158238,1.34,RP,2063,3146,3146,110804,0.028392476805891485
Butyrylcarnitine,200612_Smp_GBTFate2MT24-pos_A,Butyrylcarnitine_13C-1 15N-0,1.39,8424,0,4860,CyanoAq,0,1,200612,Smp,GBTFate2MT24,pos,A,24,Fate2,ok,ok,ok,ok,all ok,8424,233.158238,1.34,RP,2063,6361,6361,159815,0.03980227137627882
Butyrylcarnitine,200612_Smp_GBTFate2MT24-pos_B,Butyrylcarnitine_13C-1 15N-0,1.34,NA,0,0,CyanoAq,0,1,200612,Smp,GBTFate2MT24,pos,B,24,Fate2,comparable to blank,NA,too small,ok,something is wrong,0,233.158238,1.34,RP,2063,NA,0,79419,0
Butyrylcarnitine,200612_Smp_GBTFate2MT24-pos_C,Butyrylcarnitine_13C-1 15N-0,1.47,NA,0,1961,CyanoAq,0,1,200612,Smp,GBTFate2MT24,pos,C,24,Fate2,comparable to blank,ok,ok,ok,something is wrong,2295,233.158238,1.34,RP,2063,NA,0,107233,0
Butyrylcarnitine,200612_Smp_GBTFate2MT48-pos_A,Butyrylcarnitine_13C-1 15N-0,1.32,26271,0,9288,CyanoAq,0,1,200612,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,26271,233.158238,1.34,RP,2063,24208,24208,261490,0.09257715400206509
Butyrylcarnitine,200612_Smp_GBTFate2MT48-pos_B,Butyrylcarnitine_13C-1 15N-0,1.32,13574,0,5535,CyanoAq,0,1,200612,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,13574,233.158238,1.34,RP,2063,11511,11511,156666,0.07347478074374784
Butyrylcarnitine,200612_Smp_GBTFate2MT48-pos_C,Butyrylcarnitine_13C-1 15N-0,1.35,27387,0,11777,CyanoAq,0,1,200612,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,27387,233.158238,1.34,RP,2063,25324,25324,258646,0.09790988455263178
Butyrylcarnitine,200612_Smp_GBTFate2MT5-pos_A,Butyrylcarnitine_13C-1 15N-0,1.32,NA,0,0,CyanoAq,0,1,200612,Smp,GBTFate2MT5,pos,A,5,Fate2,comparable to blank,NA,too small,ok,something is wrong,0,233.158238,1.34,RP,2063,NA,0,67275,0
Butyrylcarnitine,200612_Smp_GBTFate2MT5-pos_B,Butyrylcarnitine_13C-1 15N-0,1.52,NA,0,2536,CyanoAq,0,1,200612,Smp,GBTFate2MT5,pos,B,5,Fate2,comparable to blank,ok,ok,ok,something is wrong,2024,233.158238,1.34,RP,2063,NA,0,50280,0
Butyrylcarnitine,200612_Smp_GBTFate2MTlong-pos_A,Butyrylcarnitine_13C-1 15N-0,1.33,38897,0,17658,CyanoAq,0,1,200612,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,38897,233.158238,1.34,RP,2063,36834,36834,308640,0.11934292379471229
Butyrylcarnitine,200612_Smp_GBTFate2MTlong-pos_B,Butyrylcarnitine_13C-1 15N-0,1.32,35458,0,12337,CyanoAq,0,1,200612,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,35458,233.158238,1.34,RP,2063,33395,33395,295115,0.11315927689205903
Butyrylcarnitine,200612_Smp_GBTFate2MTlong-pos_C,Butyrylcarnitine_13C-1 15N-0,1.33,30623,0,12171,CyanoAq,0,1,200612,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,30623,233.158238,1.34,RP,2063,28560,28560,175214,0.16300067346216626
Butyrylcarnitine,200612_Smp_GBTFate1MT8-pos_A,Butyrylcarnitine_13C-1 15N-0,1.4,4352,0,2191,CyanoAq,0,1,200612,Smp,GBTFate1MT8,pos,A,8,Fate1,ok,ok,ok,ok,all ok,4352,233.158238,1.34,RP,2063,2289,2289,120949,0.01892533216479673
Butyrylcarnitine,200612_Smp_GBTFate1MT8-pos_B,Butyrylcarnitine_13C-1 15N-0,1.37,16694,0,11312,CyanoAq,0,1,200612,Smp,GBTFate1MT8,pos,B,8,Fate1,ok,ok,ok,ok,all ok,16694,233.158238,1.34,RP,2063,14631,14631,316221,0.04626827440302826
Butyrylcarnitine,200612_Smp_GBTFate1MT8-pos_C,Butyrylcarnitine_13C-1 15N-0,1.35,16023,0,6507,CyanoAq,0,1,200612,Smp,GBTFate1MT8,pos,C,8,Fate1,ok,ok,ok,ok,all ok,16023,233.158238,1.34,RP,2063,13960,13960,205471,0.06794146132544251
Methylthioadenosine,200612_Smp_GBTFate1MT0-pos_A,Methylthioadenosine_13C-0 15N-0,2.14,267688,0,101057,CyanoAq,0,0,200612,Smp,GBTFate1MT0,pos,A,0,Fate1,ok,ok,ok,ok,all ok,267688,298.097387,2.1,RP,2781,264907,264907,293661,0.902084376202492
Methylthioadenosine,200612_Smp_GBTFate1MT0-pos_B,Methylthioadenosine_13C-0 15N-0,2.14,94261,0,35013,CyanoAq,0,0,200612,Smp,GBTFate1MT0,pos,B,0,Fate1,ok,ok,ok,ok,all ok,94261,298.097387,2.1,RP,2781,91480,91480,108691,0.8416520227065718
Methylthioadenosine,200612_Smp_GBTFate1MT0-pos_C,Methylthioadenosine_13C-0 15N-0,2.15,367861,0,108641,CyanoAq,0,0,200612,Smp,GBTFate1MT0,pos,C,0,Fate1,ok,ok,ok,ok,all ok,367861,298.097387,2.1,RP,2781,365080,365080,405349,0.9006559779350634
Methylthioadenosine,200612_Smp_GBTFate1MT12-pos_A,Methylthioadenosine_13C-0 15N-0,2.13,286683,0,96328,CyanoAq,0,0,200612,Smp,GBTFate1MT12,pos,A,12,Fate1,ok,ok,ok,ok,all ok,286683,298.097387,2.1,RP,2781,283902,283902,322199,0.8811386751665896
Methylthioadenosine,200612_Smp_GBTFate1MT12-pos_B,Methylthioadenosine_13C-0 15N-0,2.14,387932,0,140279,CyanoAq,0,0,200612,Smp,GBTFate1MT12,pos,B,12,Fate1,ok,ok,ok,ok,all ok,387932,298.097387,2.1,RP,2781,385151,385151,434619,0.8861807698236847
Methylthioadenosine,200612_Smp_GBTFate1MT12-pos_C,Methylthioadenosine_13C-0 15N-0,2.15,334491,0,110633,CyanoAq,0,0,200612,Smp,GBTFate1MT12,pos,C,12,Fate1,ok,ok,ok,ok,all ok,334491,298.097387,2.1,RP,2781,331710,331710,365180,0.9083465688153787
Methylthioadenosine,200612_Smp_GBTFate1MT36-pos_A,Methylthioadenosine_13C-0 15N-0,2.14,987628,10984,348484,CyanoAq,0,0,200612,Smp,GBTFate1MT36,pos,A,36,Fate1,ok,ok,ok,ok,all ok,987628,298.097387,2.1,RP,2781,984847,984847,1094688,0.899659994445906
Methylthioadenosine,200612_Smp_GBTFate1MT36-pos_B,Methylthioadenosine_13C-0 15N-0,2.15,665284,0,228626,CyanoAq,0,0,200612,Smp,GBTFate1MT36,pos,B,36,Fate1,ok,ok,ok,ok,all ok,665284,298.097387,2.1,RP,2781,662503,662503,745814,0.8882952049706764
Methylthioadenosine,200612_Smp_GBTFate1MT36-pos_C,Methylthioadenosine_13C-0 15N-0,2.14,1295915,0,450779,CyanoAq,0,0,200612,Smp,GBTFate1MT36,pos,C,36,Fate1,ok,ok,ok,ok,all ok,1295915,298.097387,2.1,RP,2781,1293134,1293134,1454993,0.8887561658372239
Methylthioadenosine,200612_Smp_GBTFate1MT4-pos_A,Methylthioadenosine_13C-0 15N-0,2.14,188346,0,59465,CyanoAq,0,0,200612,Smp,GBTFate1MT4,pos,A,4,Fate1,ok,ok,ok,ok,all ok,188346,298.097387,2.1,RP,2781,185565,185565,200649,0.9248239462942751
