Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT..min.,Column,Blk.Max.Area,Area.less.blk,Area.filled.w.background,all.area,MID
Isethionic acid,200605_Smp_GBTFate1MT4-IS_C,Isethionic acid_13C-0,7.11,161476896,444001,4557218,HILICNeg,0,0,200605,Smp,GBTFate1MT4,IS,C,4,Fate1,ok,ok,ok,ok,all ok,161476896,124.990857,7.2,HILIC,3105411,158371485,158371485,159913717,0.9903558492108592
Isethionic acid,200605_Smp_GBTFate1MT50-IS_A,Isethionic acid_13C-0,6.92,329152096,0,9367284,HILICNeg,0,0,200605,Smp,GBTFate1MT50,IS,A,50,Fate1,ok,ok,ok,ok,all ok,329152096,124.990857,7.2,HILIC,3105411,326046685,326046685,332046468,0.9819308934796439
Isethionic acid,200605_Smp_GBTFate1MT50-IS_B,Isethionic acid_13C-0,7.1,294081504,0,8528683,HILICNeg,0,0,200605,Smp,GBTFate1MT50,IS,B,50,Fate1,ok,ok,ok,ok,all ok,294081504,124.990857,7.2,HILIC,3105411,290976093,290976093,290976093,1
Isethionic acid,200605_Smp_GBTFate1MT50-IS_C,Isethionic acid_13C-0,6.49,436938144,0,10457853,HILICNeg,0,0,200605,Smp,GBTFate1MT50,IS,C,50,Fate1,ok,ok,ok,ok,all ok,436938144,124.990857,7.2,HILIC,3105411,433832733,433832733,442607828,0.9801741079916011
Isethionic acid,200605_Smp_GBTFate1MT8-IS_A,Isethionic acid_13C-0,6.35,179478064,0,4446226,HILICNeg,0,0,200605,Smp,GBTFate1MT8,IS,A,8,Fate1,ok,ok,ok,ok,all ok,179478064,124.990857,7.2,HILIC,3105411,176372653,176372653,178068297,0.9904775637855401
Isethionic acid,200605_Smp_GBTFate1MT8-IS_B,Isethionic acid_13C-0,7.68,138372816,0,4990982,HILICNeg,0,0,200605,Smp,GBTFate1MT8,IS,B,8,Fate1,ok,ok,ok,ok,all ok,138372816,124.990857,7.2,HILIC,3105411,135267405,135267405,136665258,0.9897717018907615
Isethionic acid,200605_Smp_GBTFate1MT8-IS_C,Isethionic acid_13C-0,7.1,168383392,0,5086526,HILICNeg,0,0,200605,Smp,GBTFate1MT8,IS,C,8,Fate1,ok,ok,ok,ok,all ok,168383392,124.990857,7.2,HILIC,3105411,165277981,165277981,166304520,0.993827353580047
Isethionic acid,200605_Smp_GBTFate1MTlong-IS_A,Isethionic acid_13C-0,7.27,493283040,4901941,14430855,HILICNeg,0,0,200605,Smp,GBTFate1MTlong,IS,A,96,Fate1,ok,ok,ok,ok,all ok,493283040,124.990857,7.2,HILIC,3105411,490177629,490177629,494729985,0.9907983018251865
Isethionic acid,200605_Smp_GBTFate1MTlong-IS_B,Isethionic acid_13C-0,7.33,530220256,3304344,16426294,HILICNeg,0,0,200605,Smp,GBTFate1MTlong,IS,B,96,Fate1,ok,ok,ok,ok,all ok,530220256,124.990857,7.2,HILIC,3105411,527114845,527114845,537817773,0.9800993411945127
Isethionic acid,200605_Smp_GBTFate1MTlong-IS_C,Isethionic acid_13C-0,7.14,618360896,6156096,18482742,HILICNeg,0,0,200605,Smp,GBTFate1MTlong,IS,C,96,Fate1,ok,ok,ok,ok,all ok,618360896,124.990857,7.2,HILIC,3105411,615255485,615255485,627254331,0.9808708439192906
Isethionic acid,200605_Smp_GBTFate2MT0-IS_A,Isethionic acid_13C-0,7.02,109091560,0,3257270,HILICNeg,0,0,200605,Smp,GBTFate2MT0,IS,A,0,Fate2,ok,ok,ok,ok,all ok,109091560,124.990857,7.2,HILIC,3105411,105986149,105986149,106221217,0.9977869957938817
Isethionic acid,200605_Smp_GBTFate2MT0-IS_B,Isethionic acid_13C-0,7.39,105750312,0,4171089,HILICNeg,0,0,200605,Smp,GBTFate2MT0,IS,B,0,Fate2,ok,ok,ok,ok,all ok,105750312,124.990857,7.2,HILIC,3105411,102644901,102644901,102838067,0.9981216488637422
Isethionic acid,200605_Smp_GBTFate2MT0-IS_C,Isethionic acid_13C-0,7.03,99611456,0,3159373,HILICNeg,0,0,200605,Smp,GBTFate2MT0,IS,C,0,Fate2,ok,ok,ok,ok,all ok,99611456,124.990857,7.2,HILIC,3105411,96506045,96506045,97194888,0.9929127651240258
Isethionic acid,200605_Smp_GBTFate2MT12-IS_A,Isethionic acid_13C-0,6.91,158670160,1241434,4539251,HILICNeg,0,0,200605,Smp,GBTFate2MT12,IS,A,12,Fate2,ok,ok,ok,ok,all ok,158670160,124.990857,7.2,HILIC,3105411,155564749,155564749,156507122,0.9939787213006192
Isethionic acid,200605_Smp_GBTFate2MT12-IS_B,Isethionic acid_13C-0,6.61,193843584,0,4552562,HILICNeg,0,0,200605,Smp,GBTFate2MT12,IS,B,12,Fate2,ok,ok,ok,ok,all ok,193843584,124.990857,7.2,HILIC,3105411,190738173,190738173,192164252,0.9925788538442624
Isethionic acid,200605_Smp_GBTFate2MT12-IS_C,Isethionic acid_13C-0,7.35,120752776,0,4176005,HILICNeg,0,0,200605,Smp,GBTFate2MT12,IS,C,12,Fate2,ok,ok,ok,ok,all ok,120752776,124.990857,7.2,HILIC,3105411,117647365,117647365,119453984,0.9848760255664641
Isethionic acid,200605_Smp_GBTFate2MT24-IS_A,Isethionic acid_13C-0,7.42,131357544,0,4894940,HILICNeg,0,0,200605,Smp,GBTFate2MT24,IS,A,24,Fate2,ok,ok,ok,ok,all ok,131357544,124.990857,7.2,HILIC,3105411,128252133,128252133,129443928,0.9907929632666895
Isethionic acid,200605_Smp_GBTFate2MT24-IS_B,Isethionic acid_13C-0,6.67,197021440,0,5117487,HILICNeg,0,0,200605,Smp,GBTFate2MT24,IS,B,24,Fate2,ok,ok,ok,ok,all ok,197021440,124.990857,7.2,HILIC,3105411,193916029,193916029,193916029,1
Isethionic acid,200605_Smp_GBTFate2MT24-IS_C,Isethionic acid_13C-0,6.37,208285344,0,5145998,HILICNeg,0,0,200605,Smp,GBTFate2MT24,IS,C,24,Fate2,ok,ok,ok,ok,all ok,208285344,124.990857,7.2,HILIC,3105411,205179933,205179933,206711623,0.9925902086308905
Isethionic acid,200605_Smp_GBTFate2MT48-IS_A,Isethionic acid_13C-0,6.24,255701344,0,6360857,HILICNeg,0,0,200605,Smp,GBTFate2MT48,IS,A,48,Fate2,ok,ok,ok,ok,all ok,255701344,124.990857,7.2,HILIC,3105411,252595933,252595933,254145121,0.9939043173683433
Isethionic acid,200605_Smp_GBTFate2MT48-IS_B,Isethionic acid_13C-0,6.53,229358544,1874235,5995102,HILICNeg,0,0,200605,Smp,GBTFate2MT48,IS,B,48,Fate2,ok,ok,ok,ok,all ok,229358544,124.990857,7.2,HILIC,3105411,226253133,226253133,230397134,0.9820136608122911
Isethionic acid,200605_Smp_GBTFate2MT48-IS_C,Isethionic acid_13C-0,7.39,148071568,0,5240925,HILICNeg,0,0,200605,Smp,GBTFate2MT48,IS,C,48,Fate2,ok,ok,ok,ok,all ok,148071568,124.990857,7.2,HILIC,3105411,144966157,144966157,147573931,0.9823290334388396
Isethionic acid,200605_Smp_GBTFate2MT5-IS_A,Isethionic acid_13C-0,7.44,87472752,0,3176649,HILICNeg,0,0,200605,Smp,GBTFate2MT5,IS,A,5,Fate2,ok,ok,ok,ok,all ok,87472752,124.990857,7.2,HILIC,3105411,84367341,84367341,84786964,0.995050854751681
Isethionic acid,200605_Smp_GBTFate2MT5-IS_B,Isethionic acid_13C-0,6.34,205622128,0,5427401,HILICNeg,0,0,200605,Smp,GBTFate2MT5,IS,B,5,Fate2,ok,ok,ok,ok,all ok,205622128,124.990857,7.2,HILIC,3105411,202516717,202516717,202516717,1
Isethionic acid,200605_Smp_GBTFate2MT5-IS_C,Isethionic acid_13C-0,6.96,117040328,0,3628890,HILICNeg,0,0,200605,Smp,GBTFate2MT5,IS,C,5,Fate2,ok,ok,ok,ok,all ok,117040328,124.990857,7.2,HILIC,3105411,113934917,113934917,114661637,0.9936620475774299
Isethionic acid,200605_Smp_GBTFate2MTlong-IS_A,Isethionic acid_13C-0,7.09,177926512,0,5726853,HILICNeg,0,0,200605,Smp,GBTFate2MTlong,IS,A,96,Fate2,ok,ok,ok,ok,all ok,177926512,124.990857,7.2,HILIC,3105411,174821101,174821101,178413819,0.9798630060152459
Isethionic acid,200605_Smp_GBTFate2MTlong-IS_B,Isethionic acid_13C-0,6.53,241543120,0,6129261,HILICNeg,0,0,200605,Smp,GBTFate2MTlong,IS,B,96,Fate2,ok,ok,ok,ok,all ok,241543120,124.990857,7.2,HILIC,3105411,238437709,238437709,239966020,0.9936311357749735
Isethionic acid,200605_Smp_GBTFate2MTlong-IS_C,Isethionic acid_13C-0,6.79,215601744,0,6073912,HILICNeg,0,0,200605,Smp,GBTFate2MTlong,IS,C,96,Fate2,ok,ok,ok,ok,all ok,215601744,124.990857,7.2,HILIC,3105411,212496333,212496333,213639860,0.9946474080258244
Isethionic acid,200605_Smp_GBTFate1MT0-neg_A,Isethionic acid_13C-0,6.45,128110896,0,3295492,HILICNeg,0,0,200605,Smp,GBTFate1MT0,neg,A,0,Fate1,ok,ok,ok,ok,all ok,128110896,124.990857,7.2,HILIC,3105411,125005485,125005485,125005485,1
Isethionic acid,200605_Smp_GBTFate1MT0-neg_B,Isethionic acid_13C-0,7.16,142389280,787907,4716399,HILICNeg,0,0,200605,Smp,GBTFate1MT0,neg,B,0,Fate1,ok,ok,ok,ok,all ok,142389280,124.990857,7.2,HILIC,3105411,139283869,139283869,140605308,0.9906017843935166
Isethionic acid,200605_Smp_GBTFate1MT0-neg_C,Isethionic acid_13C-0,6.3,221257856,0,5575944,HILICNeg,0,0,200605,Smp,GBTFate1MT0,neg,C,0,Fate1,ok,ok,ok,ok,all ok,221257856,124.990857,7.2,HILIC,3105411,218152445,218152445,220314872,0.9901848341858647
Isethionic acid,200605_Smp_GBTFate1MT12-neg_A,Isethionic acid_13C-0,7.15,202586512,0,4459518,HILICNeg,0,0,200605,Smp,GBTFate1MT12,neg,A,12,Fate1,ok,ok,ok,ok,all ok,202586512,124.990857,7.2,HILIC,3105411,199481101,199481101,201642273,0.9892821481932015
Isethionic acid,200605_Smp_GBTFate1MT12-neg_B,Isethionic acid_13C-0,7.2,90355496,0,3151438,HILICNeg,0,0,200605,Smp,GBTFate1MT12,neg,B,12,Fate1,ok,ok,ok,ok,all ok,90355496,124.990857,7.2,HILIC,3105411,87250085,87250085,87902846,0.9925740629603733
Isethionic acid,200605_Smp_GBTFate1MT12-neg_C,Isethionic acid_13C-0,6.11,173886608,117193,4159658,HILICNeg,0,0,200605,Smp,GBTFate1MT12,neg,C,12,Fate1,ok,ok,ok,ok,all ok,173886608,124.990857,7.2,HILIC,3105411,170781197,170781197,172340354,0.9909530358745811
Isethionic acid,200605_Smp_GBTFate1MT36-neg_A,Isethionic acid_13C-0,7.26,238237776,758337,8381861,HILICNeg,0,0,200605,Smp,GBTFate1MT36,neg,A,36,Fate1,ok,ok,ok,ok,all ok,238237776,124.990857,7.2,HILIC,3105411,235132365,235132365,237876804,0.9884627716790747
Isethionic acid,200605_Smp_GBTFate1MT36-neg_B,Isethionic acid_13C-0,7.22,176217728,0,5394201,HILICNeg,0,0,200605,Smp,GBTFate1MT36,neg,B,36,Fate1,ok,ok,ok,ok,all ok,176217728,124.990857,7.2,HILIC,3105411,173112317,173112317,174849354,0.9900655223467397
Isethionic acid,200605_Smp_GBTFate1MT36-neg_C,Isethionic acid_13C-0,6.63,304777408,0,8263233,HILICNeg,0,0,200605,Smp,GBTFate1MT36,neg,C,36,Fate1,ok,ok,ok,ok,all ok,304777408,124.990857,7.2,HILIC,3105411,301671997,301671997,305168573,0.9885421491288358
Isethionic acid,200605_Smp_GBTFate1MT4-neg_A,Isethionic acid_13C-0,7.38,72649776,0,2662039,HILICNeg,0,0,200605,Smp,GBTFate1MT4,neg,A,4,Fate1,ok,ok,ok,ok,all ok,72649776,124.990857,7.2,HILIC,3105411,69544365,69544365,70068318,0.9925222552081242
Isethionic acid,200605_Smp_GBTFate1MT4-neg_B,Isethionic acid_13C-0,7.3,146012976,0,4884561,HILICNeg,0,0,200605,Smp,GBTFate1MT4,neg,B,4,Fate1,ok,ok,ok,ok,all ok,146012976,124.990857,7.2,HILIC,3105411,142907565,142907565,144182067,0.9911604679658255
Isethionic acid,200605_Smp_GBTFate1MT4-neg_C,Isethionic acid_13C-0,6.85,104602496,0,3154081,HILICNeg,0,0,200605,Smp,GBTFate1MT4,neg,C,4,Fate1,ok,ok,ok,ok,all ok,104602496,124.990857,7.2,HILIC,3105411,101497085,101497085,101497085,1
Isethionic acid,200605_Smp_GBTFate1MT50-neg_A,Isethionic acid_13C-0,6.99,269563968,103042,7932951,HILICNeg,0,0,200605,Smp,GBTFate1MT50,neg,A,50,Fate1,ok,ok,ok,ok,all ok,269563968,124.990857,7.2,HILIC,3105411,266458557,266458557,269275920,0.9895372634879495
Isethionic acid,200605_Smp_GBTFate1MT50-neg_B,Isethionic acid_13C-0,7.11,255905936,88725,7232942,HILICNeg,0,0,200605,Smp,GBTFate1MT50,neg,B,50,Fate1,ok,ok,ok,ok,all ok,255905936,124.990857,7.2,HILIC,3105411,252800525,252800525,255593556,0.9890723731704723
Isethionic acid,200605_Smp_GBTFate1MT50-neg_C,Isethionic acid_13C-0,6.47,392111360,2741162,10254854,HILICNeg,0,0,200605,Smp,GBTFate1MT50,neg,C,50,Fate1,ok,ok,ok,ok,all ok,392111360,124.990857,7.2,HILIC,3105411,389005949,389005949,393460277,0.9886790909772069
Isethionic acid,200605_Smp_GBTFate1MT8-neg_A,Isethionic acid_13C-0,6.31,148082672,0,3852196,HILICNeg,0,0,200605,Smp,GBTFate1MT8,neg,A,8,Fate1,ok,ok,ok,ok,all ok,148082672,124.990857,7.2,HILIC,3105411,144977261,144977261,146264635,0.9911983235045163
Isethionic acid,200605_Smp_GBTFate1MT8-neg_B,Isethionic acid_13C-0,7.63,72387208,0,2694421,HILICNeg,0,0,200605,Smp,GBTFate1MT8,neg,B,8,Fate1,ok,ok,ok,ok,all ok,72387208,124.990857,7.2,HILIC,3105411,69281797,69281797,69665615,0.9944905675489981
Isethionic acid,200605_Smp_GBTFate1MT8-neg_C,Isethionic acid_13C-0,7.02,153941872,1536335,4559621,HILICNeg,0,0,200605,Smp,GBTFate1MT8,neg,C,8,Fate1,ok,ok,ok,ok,all ok,153941872,124.990857,7.2,HILIC,3105411,150836461,150836461,152260064,0.990650187826008
Isethionic acid,200605_Smp_GBTFate1MTlong-neg_A,Isethionic acid_13C-0,7.14,400849248,1282069,12151738,HILICNeg,0,0,200605,Smp,GBTFate1MTlong,neg,A,96,Fate1,ok,ok,ok,ok,all ok,400849248,124.990857,7.2,HILIC,3105411,397743837,397743837,402926718,0.9871369140628694
Isethionic acid,200605_Smp_GBTFate1MTlong-neg_B,Isethionic acid_13C-0,7.4,418428448,1239682,12829192,HILICNeg,0,0,200605,Smp,GBTFate1MTlong,neg,B,96,Fate1,ok,ok,ok,ok,all ok,418428448,124.990857,7.2,HILIC,3105411,415323037,415323037,420852927,0.98686027910173
Isethionic acid,200605_Smp_GBTFate1MTlong-neg_C,Isethionic acid_13C-0,7.18,565668480,988589,17424130,HILICNeg,0,0,200605,Smp,GBTFate1MTlong,neg,C,96,Fate1,ok,ok,ok,ok,all ok,565668480,124.990857,7.2,HILIC,3105411,562563069,562563069,570618362,0.9858832215427376
Isethionic acid,200605_Smp_GBTFate2MT0-neg_A,Isethionic acid_13C-0,6.96,71445976,0,2228995,HILICNeg,0,0,200605,Smp,GBTFate2MT0,neg,A,0,Fate2,ok,ok,ok,ok,all ok,71445976,124.990857,7.2,HILIC,3105411,68340565,68340565,68721182,0.9944614311203204
Isethionic acid,200605_Smp_GBTFate2MT0-neg_B,Isethionic acid_13C-0,7.4,62503276,0,2260260,HILICNeg,0,0,200605,Smp,GBTFate2MT0,neg,B,0,Fate2,ok,ok,ok,ok,all ok,62503276,124.990857,7.2,HILIC,3105411,59397865,59397865,59750300,0.99410153589187
Isethionic acid,200605_Smp_GBTFate2MT0-neg_C,Isethionic acid_13C-0,7.02,83928896,0,2776844,HILICNeg,0,0,200605,Smp,GBTFate2MT0,neg,C,0,Fate2,ok,ok,ok,ok,all ok,83928896,124.990857,7.2,HILIC,3105411,80823485,80823485,81308549,0.9940342804543222
Isethionic acid,200605_Smp_GBTFate2MT12-neg_A,Isethionic acid_13C-0,6.79,134510208,0,4039740,HILICNeg,0,0,200605,Smp,GBTFate2MT12,neg,A,12,Fate2,ok,ok,ok,ok,all ok,134510208,124.990857,7.2,HILIC,3105411,131404797,131404797,132600853,0.9909800278584935
Isethionic acid,200605_Smp_GBTFate2MT12-neg_B,Isethionic acid_13C-0,6.53,159205376,0,4235995,HILICNeg,0,0,200605,Smp,GBTFate2MT12,neg,B,12,Fate2,ok,ok,ok,ok,all ok,159205376,124.990857,7.2,HILIC,3105411,156099965,156099965,157542166,0.990845619070643
Isethionic acid,200605_Smp_GBTFate2MT12-neg_C,Isethionic acid_13C-0,7.37,69473752,0,2721088,HILICNeg,0,0,200605,Smp,GBTFate2MT12,neg,C,12,Fate2,ok,ok,ok,ok,all ok,69473752,124.990857,7.2,HILIC,3105411,66368341,66368341,66785961,0.9937468894098866
Isethionic acid,200605_Smp_GBTFate2MT24-neg_A,Isethionic acid_13C-0,7.39,66580772,0,2611084,HILICNeg,0,0,200605,Smp,GBTFate2MT24,neg,A,24,Fate2,ok,ok,ok,ok,all ok,66580772,124.990857,7.2,HILIC,3105411,63475361,63475361,63949753,0.9925818009023428
Isethionic acid,200605_Smp_GBTFate2MT24-neg_B,Isethionic acid_13C-0,6.87,157277744,0,4534587,HILICNeg,0,0,200605,Smp,GBTFate2MT24,neg,B,24,Fate2,ok,ok,ok,ok,all ok,157277744,124.990857,7.2,HILIC,3105411,154172333,154172333,155666658,0.9904004812642666
Isethionic acid,200605_Smp_GBTFate2MT24-neg_C,Isethionic acid_13C-0,6.35,177841712,0,5081198,HILICNeg,0,0,200605,Smp,GBTFate2MT24,neg,C,24,Fate2,ok,ok,ok,ok,all ok,177841712,124.990857,7.2,HILIC,3105411,174736301,174736301,176798481,0.9883359857599682
Isethionic acid,200605_Smp_GBTFate2MT48-neg_A,Isethionic acid_13C-0,6.18,231313120,0,6180590,HILICNeg,0,0,200605,Smp,GBTFate2MT48,neg,A,48,Fate2,ok,ok,ok,ok,all ok,231313120,124.990857,7.2,HILIC,3105411,228207709,228207709,230806690,0.9887395768294238
Isethionic acid,200605_Smp_GBTFate2MT48-neg_B,Isethionic acid_13C-0,6.57,156257008,0,3960969,HILICNeg,0,0,200605,Smp,GBTFate2MT48,neg,B,48,Fate2,ok,ok,ok,ok,all ok,156257008,124.990857,7.2,HILIC,3105411,153151597,153151597,154548237,0.9909630803488234
Isethionic acid,200605_Smp_GBTFate2MT48-neg_C,Isethionic acid_13C-0,7.44,66781648,0,2679854,HILICNeg,0,0,200605,Smp,GBTFate2MT48,neg,C,48,Fate2,ok,ok,ok,ok,all ok,66781648,124.990857,7.2,HILIC,3105411,63676237,63676237,64268479,0.9907848760509799
Isethionic acid,200605_Smp_GBTFate2MT5-neg_A,Isethionic acid_13C-0,7.42,53477944,0,2014495,HILICNeg,0,0,200605,Smp,GBTFate2MT5,neg,A,5,Fate2,ok,ok,ok,ok,all ok,53477944,124.990857,7.2,HILIC,3105411,50372533,50372533,50775517,0.9920634190686822
Isethionic acid,200605_Smp_GBTFate2MT5-neg_B,Isethionic acid_13C-0,6.34,173779712,899727,4833581,HILICNeg,0,0,200605,Smp,GBTFate2MT5,neg,B,5,Fate2,ok,ok,ok,ok,all ok,173779712,124.990857,7.2,HILIC,3105411,170674301,170674301,172321985,0.9904383413410657
Isethionic acid,200605_Smp_GBTFate2MT5-neg_C,Isethionic acid_13C-0,6.86,101410552,0,3244554,HILICNeg,0,0,200605,Smp,GBTFate2MT5,neg,C,5,Fate2,ok,ok,ok,ok,all ok,101410552,124.990857,7.2,HILIC,3105411,98305141,98305141,99190462,0.9910745349688965
Isethionic acid,200605_Smp_GBTFate2MTlong-neg_A,Isethionic acid_13C-0,7.1,150064016,0,4844428,HILICNeg,0,0,200605,Smp,GBTFate2MTlong,neg,A,96,Fate2,ok,ok,ok,ok,all ok,150064016,124.990857,7.2,HILIC,3105411,146958605,146958605,148870690,0.9871560681286559
Isethionic acid,200605_Smp_GBTFate2MTlong-neg_B,Isethionic acid_13C-0,6.44,204161136,698786,5404490,HILICNeg,0,0,200605,Smp,GBTFate2MTlong,neg,B,96,Fate2,ok,ok,ok,ok,all ok,204161136,124.990857,7.2,HILIC,3105411,201055725,201055725,203578059,0.9876099909175379
Isethionic acid,200605_Smp_GBTFate2MTlong-neg_C,Isethionic acid_13C-0,6.83,187872208,1094165,5114348,HILICNeg,0,0,200605,Smp,GBTFate2MTlong,neg,C,96,Fate2,ok,ok,ok,ok,all ok,187872208,124.990857,7.2,HILIC,3105411,184766797,184766797,186967208,0.988231032470678
Isethionic acid,200605_Smp_GBTFate1MT0-IS_A,Isethionic acid_13C-1,6.67,900441,444900,127321,HILICNeg,0,1,200605,Smp,GBTFate1MT0,IS,A,0,Fate1,ok,ok,ok,ok,all ok,900441,125.994211,7.2,HILIC,0,900441,900441,198936294,0.004526278146108422
Isethionic acid,200605_Smp_GBTFate1MT0-IS_B,Isethionic acid_13C-1,7.25,595182,0,111219,HILICNeg,0,1,200605,Smp,GBTFate1MT0,IS,B,0,Fate1,ok,ok,ok,ok,all ok,595182,125.994211,7.2,HILIC,0,595182,595182,166851915,0.0035671271738175734
Isethionic acid,200605_Smp_GBTFate1MT0-IS_C,Isethionic acid_13C-1,6.57,NA,0,129367,HILICNeg,0,1,200605,Smp,GBTFate1MT0,IS,C,0,Fate1,ok,ok,ok,bad RT,something is wrong,987076,125.994211,7.2,HILIC,0,NA,0,251271101,0
Isethionic acid,200605_Smp_GBTFate1MT12-IS_A,Isethionic acid_13C-1,7.3,4331942,0,132787,HILICNeg,0,1,200605,Smp,GBTFate1MT12,IS,A,12,Fate1,ok,ok,ok,ok,all ok,4331942,125.994211,7.2,HILIC,0,4331942,4331942,226520051,0.019123878795171207
Isethionic acid,200605_Smp_GBTFate1MT12-IS_B,Isethionic acid_13C-1,7.27,1367413,0,111195,HILICNeg,0,1,200605,Smp,GBTFate1MT12,IS,B,12,Fate1,ok,ok,ok,ok,all ok,1367413,125.994211,7.2,HILIC,0,1367413,1367413,135360786,0.010101987735207152
Isethionic acid,200605_Smp_GBTFate1MT12-IS_C,Isethionic acid_13C-1,6.15,2295786,0,144320,HILICNeg,0,1,200605,Smp,GBTFate1MT12,IS,C,12,Fate1,ok,ok,ok,ok,all ok,2295786,125.994211,7.2,HILIC,0,2295786,2295786,219922247,0.010439080317326878
Isethionic acid,200605_Smp_GBTFate1MT36-IS_A,Isethionic acid_13C-1,7.24,5169036,0,244919,HILICNeg,0,1,200605,Smp,GBTFate1MT36,IS,A,36,Fate1,ok,ok,ok,ok,all ok,5169036,125.994211,7.2,HILIC,0,5169036,5169036,295375529,0.01749987894223966
Isethionic acid,200605_Smp_GBTFate1MT36-IS_B,Isethionic acid_13C-1,7.2,2701818,0,194108,HILICNeg,0,1,200605,Smp,GBTFate1MT36,IS,B,36,Fate1,ok,ok,ok,ok,all ok,2701818,125.994211,7.2,HILIC,0,2701818,2701818,229162567,0.01178996218871994
Isethionic acid,200605_Smp_GBTFate1MT36-IS_C,Isethionic acid_13C-1,6.89,NA,825115,125991,HILICNeg,0,1,200605,Smp,GBTFate1MT36,IS,C,36,Fate1,ok,ok,ok,bad RT,something is wrong,910050,125.994211,7.2,HILIC,0,NA,0,332870973,0
